Listing of POP Phase Cross-Section Data

File : C:\Users\liyitong\Documents\Zemax\Autosave\Recovered\R_fu_05.zos
Title: 
Date : 2026/6/29


Phase X-Cross section surface 3 
Beam wavelength is 1.00000 µm in the media with index 1.00000 at 0.0000 (deg)
Center, Y = 0.0000E+00
Beam Width X = 1.17870E-01, Y = 1.17870E-01 Millimeters
Grid size (X by Y): 2048 by 2048


  X Coordinate	    Phase (rad)
 -1.024000E-01	  3.205462E-01
 -1.023000E-01	  3.229136E-01
 -1.022000E-01	  3.252789E-01
 -1.021000E-01	  3.276423E-01
 -1.020000E-01	  3.300035E-01
 -1.019000E-01	  3.323628E-01
 -1.018000E-01	  3.347200E-01
 -1.017000E-01	  3.370751E-01
 -1.016000E-01	  3.394283E-01
 -1.015000E-01	  3.417793E-01
 -1.014000E-01	  3.441284E-01
 -1.013000E-01	  3.464753E-01
 -1.012000E-01	  3.488203E-01
 -1.011000E-01	  3.511632E-01
 -1.010000E-01	  3.535040E-01
 -1.009000E-01	  3.558428E-01
 -1.008000E-01	  3.581796E-01
 -1.007000E-01	  3.605143E-01
 -1.006000E-01	  3.628469E-01
 -1.005000E-01	  3.651775E-01
 -1.004000E-01	  3.675060E-01
 -1.003000E-01	  3.698325E-01
 -1.002000E-01	  3.721570E-01
 -1.001000E-01	  3.744794E-01
 -1.000000E-01	  3.767997E-01
 -9.990000E-02	  3.791180E-01
 -9.980000E-02	  3.814342E-01
 -9.970000E-02	  3.837484E-01
 -9.960000E-02	  3.860605E-01
 -9.950000E-02	  3.883705E-01
 -9.940000E-02	  3.906785E-01
 -9.930000E-02	  3.929844E-01
 -9.920000E-02	  3.952883E-01
 -9.910000E-02	  3.975901E-01
 -9.900000E-02	  3.998899E-01
 -9.890000E-02	  4.021875E-01
 -9.880000E-02	  4.044832E-01
 -9.870000E-02	  4.067767E-01
 -9.860000E-02	  4.090682E-01
 -9.850000E-02	  4.113576E-01
 -9.840000E-02	  4.136450E-01
 -9.830000E-02	  4.159303E-01
 -9.820000E-02	  4.182135E-01
 -9.810000E-02	  4.204947E-01
 -9.800000E-02	  4.227737E-01
 -9.790000E-02	  4.250508E-01
 -9.780000E-02	  4.273257E-01
 -9.770000E-02	  4.295986E-01
 -9.760000E-02	  4.318694E-01
 -9.750000E-02	  4.341381E-01
 -9.740000E-02	  4.364048E-01
 -9.730000E-02	  4.386693E-01
 -9.720000E-02	  4.409318E-01
 -9.710000E-02	  4.431923E-01
 -9.700000E-02	  4.454506E-01
 -9.690000E-02	  4.477069E-01
 -9.680000E-02	  4.499611E-01
 -9.670000E-02	  4.522132E-01
 -9.660000E-02	  4.544632E-01
 -9.650000E-02	  4.567112E-01
 -9.640000E-02	  4.589571E-01
 -9.630000E-02	  4.612009E-01
 -9.620000E-02	  4.634426E-01
 -9.610000E-02	  4.656822E-01
 -9.600000E-02	  4.679197E-01
 -9.590000E-02	  4.701552E-01
 -9.580000E-02	  4.723886E-01
 -9.570000E-02	  4.746199E-01
 -9.560000E-02	  4.768491E-01
 -9.550000E-02	  4.790762E-01
 -9.540000E-02	  4.813012E-01
 -9.530000E-02	  4.835241E-01
 -9.520000E-02	  4.857450E-01
 -9.510000E-02	  4.879637E-01
 -9.500000E-02	  4.901804E-01
 -9.490000E-02	  4.923950E-01
 -9.480000E-02	  4.946074E-01
 -9.470000E-02	  4.968178E-01
 -9.460000E-02	  4.990261E-01
 -9.450000E-02	  5.012323E-01
 -9.440000E-02	  5.034364E-01
 -9.430000E-02	  5.056384E-01
 -9.420000E-02	  5.078383E-01
 -9.410000E-02	  5.100361E-01
 -9.400000E-02	  5.122318E-01
 -9.390000E-02	  5.144255E-01
 -9.380000E-02	  5.166170E-01
 -9.370000E-02	  5.188064E-01
 -9.360000E-02	  5.209937E-01
 -9.350000E-02	  5.231789E-01
 -9.340000E-02	  5.253620E-01
 -9.330000E-02	  5.275430E-01
 -9.320000E-02	  5.297219E-01
 -9.310000E-02	  5.318987E-01
 -9.300000E-02	  5.340734E-01
 -9.290000E-02	  5.362460E-01
 -9.280000E-02	  5.384164E-01
 -9.270000E-02	  5.405848E-01
 -9.260000E-02	  5.427511E-01
 -9.250000E-02	  5.449152E-01
 -9.240000E-02	  5.470773E-01
 -9.230000E-02	  5.492372E-01
 -9.220000E-02	  5.513950E-01
 -9.210000E-02	  5.535507E-01
 -9.200000E-02	  5.557043E-01
 -9.190000E-02	  5.578558E-01
 -9.180000E-02	  5.600051E-01
 -9.170000E-02	  5.621524E-01
 -9.160000E-02	  5.642975E-01
 -9.150000E-02	  5.664406E-01
 -9.140000E-02	  5.685815E-01
 -9.130000E-02	  5.707202E-01
