Listing of POP Phase Cross-Section Data

File : D:\BTS\R_fu_05.zos
Title: 
Date : 2026/6/29


Phase X-Cross section surface 3 
Beam wavelength is 1.00000 µm in the media with index 1.00000 at 0.0000 (deg)
Center, Y = 0.0000E+00
Beam Width X = 1.17870E-01, Y = 1.17870E-01 Millimeters
Grid size (X by Y): 2048 by 2048


  X Coordinate	    Phase (rad)
 -1.024000E-01	  2.876700E+00
 -1.023000E-01	  2.874228E+00
 -1.022000E-01	  2.871758E+00
 -1.021000E-01	  2.869291E+00
 -1.020000E-01	  2.866825E+00
 -1.019000E-01	  2.864362E+00
 -1.018000E-01	  2.861901E+00
 -1.017000E-01	  2.859442E+00
 -1.016000E-01	  2.856985E+00
 -1.015000E-01	  2.854530E+00
 -1.014000E-01	  2.852077E+00
 -1.013000E-01	  2.849627E+00
 -1.012000E-01	  2.847178E+00
 -1.011000E-01	  2.844732E+00
 -1.010000E-01	  2.842288E+00
 -1.009000E-01	  2.839846E+00
 -1.008000E-01	  2.837406E+00
 -1.007000E-01	  2.834968E+00
 -1.006000E-01	  2.832533E+00
 -1.005000E-01	  2.830099E+00
 -1.004000E-01	  2.827668E+00
 -1.003000E-01	  2.825239E+00
 -1.002000E-01	  2.822812E+00
 -1.001000E-01	  2.820387E+00
 -1.000000E-01	  2.817964E+00
 -9.990000E-02	  2.815543E+00
 -9.980000E-02	  2.813125E+00
 -9.970000E-02	  2.810708E+00
 -9.960000E-02	  2.808294E+00
 -9.950000E-02	  2.805882E+00
 -9.940000E-02	  2.803472E+00
 -9.930000E-02	  2.801064E+00
 -9.920000E-02	  2.798659E+00
 -9.910000E-02	  2.796255E+00
 -9.900000E-02	  2.793854E+00
 -9.890000E-02	  2.791454E+00
 -9.880000E-02	  2.789057E+00
 -9.870000E-02	  2.786662E+00
 -9.860000E-02	  2.784270E+00
 -9.850000E-02	  2.781879E+00
 -9.840000E-02	  2.779490E+00
 -9.830000E-02	  2.777104E+00
 -9.820000E-02	  2.774720E+00
 -9.810000E-02	  2.772338E+00
 -9.800000E-02	  2.769958E+00
 -9.790000E-02	  2.767580E+00
 -9.780000E-02	  2.765205E+00
 -9.770000E-02	  2.762831E+00
 -9.760000E-02	  2.760460E+00
 -9.750000E-02	  2.758091E+00
 -9.740000E-02	  2.755724E+00
 -9.730000E-02	  2.753359E+00
 -9.720000E-02	  2.750997E+00
 -9.710000E-02	  2.748636E+00
 -9.700000E-02	  2.746278E+00
 -9.690000E-02	  2.743922E+00
 -9.680000E-02	  2.741568E+00
 -9.670000E-02	  2.739216E+00
 -9.660000E-02	  2.736866E+00
 -9.650000E-02	  2.734519E+00
 -9.640000E-02	  2.732173E+00
 -9.630000E-02	  2.729830E+00
 -9.620000E-02	  2.727489E+00
 -9.610000E-02	  2.725151E+00
 -9.600000E-02	  2.722814E+00
 -9.590000E-02	  2.720479E+00
 -9.580000E-02	  2.718147E+00
 -9.570000E-02	  2.715817E+00
 -9.560000E-02	  2.713489E+00
 -9.550000E-02	  2.711163E+00
 -9.540000E-02	  2.708840E+00
 -9.530000E-02	  2.706518E+00
 -9.520000E-02	  2.704199E+00
 -9.510000E-02	  2.701882E+00
 -9.500000E-02	  2.699567E+00
 -9.490000E-02	  2.697254E+00
 -9.480000E-02	  2.694944E+00
 -9.470000E-02	  2.692635E+00
 -9.460000E-02	  2.690329E+00
 -9.450000E-02	  2.688025E+00
 -9.440000E-02	  2.685723E+00
 -9.430000E-02	  2.683423E+00
 -9.420000E-02	  2.681126E+00
 -9.410000E-02	  2.678831E+00
 -9.400000E-02	  2.676538E+00
 -9.390000E-02	  2.674247E+00
 -9.380000E-02	  2.671958E+00
 -9.370000E-02	  2.669671E+00
 -9.360000E-02	  2.667387E+00
 -9.350000E-02	  2.665105E+00
 -9.340000E-02	  2.662825E+00
 -9.330000E-02	  2.660547E+00
 -9.320000E-02	  2.658271E+00
 -9.310000E-02	  2.655998E+00
 -9.300000E-02	  2.653727E+00
 -9.290000E-02	  2.651458E+00
 -9.280000E-02	  2.649191E+00
 -9.270000E-02	  2.646926E+00
 -9.260000E-02	  2.644664E+00
 -9.250000E-02	  2.642404E+00
 -9.240000E-02	  2.640146E+00
 -9.230000E-02	  2.637890E+00
 -9.220000E-02	  2.635636E+00
 -9.210000E-02	  2.633385E+00
 -9.200000E-02	  2.631135E+00
 -9.190000E-02	  2.628888E+00
 -9.180000E-02	  2.626643E+00
 -9.170000E-02	  2.624401E+00
 -9.160000E-02	  2.622160E+00
 -9.150000E-02	  2.619922E+00
 -9.140000E-02	  2.617686E+00
 -9.130000E-02	  2.615452E+00
 -9.120000E-02	  2.613221E+00
 -9.110000E-02	  2.610991E+00
 -9.100000E-02	  2.608764E+00
 -9.090000E-02	  2.606539E+00
 -9.080000E-02	  2.604316E+00
 -9.070000E-02	  2.602095E+00
 -9.060000E-02	  2.599877E+00
 -9.050000E-02	  2.597661E+00
 -9.040000E-02	  2.595447E+00
 -9.030000E-02	  2.593235E+00
 -9.020000E-02	  2.591026E+00
 -9.010000E-02	  2.588818E+00
 -9.000000E-02	  2.586613E+00
 -8.990000E-02	  2.584410E+00
 -8.980000E-02	  2.582210E+00
 -8.970000E-02	  2.580011E+00
 -8.960000E-02	  2.577815E+00
 -8.950000E-02	  2.575621E+00
 -8.940000E-02	  2.573429E+00
 -8.930000E-02	  2.571239E+00
 -8.920000E-02	  2.569052E+00
 -8.910000E-02	  2.566867E+00
 -8.900000E-02	  2.564684E+00
 -8.890000E-02	  2.562503E+00
 -8.880000E-02	  2.560325E+00
 -8.870000E-02	  2.558148E+00
 -8.860000E-02	  2.555974E+00
 -8.850000E-02	  2.553803E+00
 -8.840000E-02	  2.551633E+00
 -8.830000E-02	  2.549466E+00
 -8.820000E-02	  2.547300E+00
 -8.810000E-02	  2.545138E+00
 -8.800000E-02	  2.542977E+00
 -8.790000E-02	  2.540818E+00
 -8.780000E-02	  2.538662E+00
 -8.770000E-02	  2.536508E+00
 -8.760000E-02	  2.534356E+00
 -8.750000E-02	  2.532207E+00
 -8.740000E-02	  2.530060E+00
 -8.730000E-02	  2.527915E+00
 -8.720000E-02	  2.525772E+00
 -8.710000E-02	  2.523631E+00
 -8.700000E-02	  2.521493E+00
 -8.690000E-02	  2.519357E+00
 -8.680000E-02	  2.517223E+00
 -8.670000E-02	  2.515091E+00
 -8.660000E-02	  2.512962E+00
 -8.650000E-02	  2.510835E+00
 -8.640000E-02	  2.508710E+00
 -8.630000E-02	  2.506587E+00
 -8.620000E-02	  2.504467E+00
 -8.610000E-02	  2.502348E+00
 -8.600000E-02	  2.500232E+00
 -8.590000E-02	  2.498119E+00
 -8.580000E-02	  2.496007E+00
 -8.570000E-02	  2.493898E+00
 -8.560000E-02	  2.491791E+00
 -8.550000E-02	  2.489686E+00
 -8.540000E-02	  2.487584E+00
 -8.530000E-02	  2.485484E+00
 -8.520000E-02	  2.483386E+00
 -8.510000E-02	  2.481290E+00
 -8.500000E-02	  2.479196E+00
 -8.490000E-02	  2.477105E+00
 -8.480000E-02	  2.475016E+00
 -8.470000E-02	  2.472929E+00
 -8.460000E-02	  2.470845E+00
 -8.450000E-02	  2.468763E+00
 -8.440000E-02	  2.466683E+00
 -8.430000E-02	  2.464605E+00
 -8.420000E-02	  2.462530E+00
