Listing of POP Phase Cross-Section Data

File : C:\Users\liyitong\Documents\Zemax\Autosave\Recovered\R_fu_05.zos
Title: 
Date : 2026/6/29


Phase X-Cross section surface 4 
Beam wavelength is 1.00000 µm in the media with index 1.00000 at 0.0000 (deg)
Center, Y = 0.0000E+00
Beam Width X = 1.17820E-01, Y = 1.17820E-01 Millimeters
Grid size (X by Y): 2048 by 2048


  X Coordinate	    Phase (rad)
 -1.024000E-01	  2.813179E+00
 -1.023000E-01	  2.810803E+00
 -1.022000E-01	  2.808430E+00
 -1.021000E-01	  2.806058E+00
 -1.020000E-01	  2.803689E+00
 -1.019000E-01	  2.801321E+00
 -1.018000E-01	  2.798956E+00
 -1.017000E-01	  2.796592E+00
 -1.016000E-01	  2.794231E+00
 -1.015000E-01	  2.791872E+00
 -1.014000E-01	  2.789514E+00
 -1.013000E-01	  2.787159E+00
 -1.012000E-01	  2.784806E+00
 -1.011000E-01	  2.782455E+00
 -1.010000E-01	  2.780106E+00
 -1.009000E-01	  2.777759E+00
 -1.008000E-01	  2.775414E+00
 -1.007000E-01	  2.773071E+00
 -1.006000E-01	  2.770730E+00
 -1.005000E-01	  2.768392E+00
 -1.004000E-01	  2.766055E+00
 -1.003000E-01	  2.763720E+00
 -1.002000E-01	  2.761388E+00
 -1.001000E-01	  2.759057E+00
 -1.000000E-01	  2.756729E+00
 -9.990003E-02	  2.754402E+00
 -9.980003E-02	  2.752078E+00
 -9.970003E-02	  2.749755E+00
 -9.960003E-02	  2.747435E+00
 -9.950003E-02	  2.745117E+00
 -9.940003E-02	  2.742801E+00
 -9.930003E-02	  2.740487E+00
 -9.920003E-02	  2.738175E+00
 -9.910003E-02	  2.735865E+00
 -9.900003E-02	  2.733557E+00
 -9.890003E-02	  2.731251E+00
 -9.880003E-02	  2.728948E+00
 -9.870003E-02	  2.726646E+00
 -9.860003E-02	  2.724346E+00
 -9.850003E-02	  2.722049E+00
 -9.840003E-02	  2.719753E+00
 -9.830002E-02	  2.717460E+00
 -9.820002E-02	  2.715169E+00
 -9.810002E-02	  2.712880E+00
 -9.800002E-02	  2.710592E+00
 -9.790002E-02	  2.708307E+00
 -9.780002E-02	  2.706024E+00
 -9.770002E-02	  2.703743E+00
 -9.760002E-02	  2.701465E+00
 -9.750002E-02	  2.699188E+00
 -9.740002E-02	  2.696913E+00
 -9.730002E-02	  2.694641E+00
 -9.720002E-02	  2.692370E+00
 -9.710002E-02	  2.690102E+00
 -9.700002E-02	  2.687835E+00
 -9.690002E-02	  2.685571E+00
 -9.680002E-02	  2.683309E+00
 -9.670002E-02	  2.681049E+00
 -9.660002E-02	  2.678791E+00
 -9.650002E-02	  2.676535E+00
 -9.640002E-02	  2.674281E+00
 -9.630002E-02	  2.672029E+00
 -9.620002E-02	  2.669780E+00
 -9.610002E-02	  2.667532E+00
 -9.600002E-02	  2.665286E+00
 -9.590002E-02	  2.663043E+00
 -9.580002E-02	  2.660802E+00
 -9.570002E-02	  2.658563E+00
 -9.560002E-02	  2.656325E+00
 -9.550002E-02	  2.654090E+00
 -9.540002E-02	  2.651857E+00
 -9.530002E-02	  2.649627E+00
 -9.520002E-02	  2.647398E+00
 -9.510002E-02	  2.645171E+00
 -9.500002E-02	  2.642947E+00
 -9.490002E-02	  2.640724E+00
 -9.480002E-02	  2.638504E+00
 -9.470002E-02	  2.636285E+00
 -9.460002E-02	  2.634069E+00
 -9.450002E-02	  2.631855E+00
 -9.440002E-02	  2.629643E+00
 -9.430002E-02	  2.627433E+00
 -9.420002E-02	  2.625226E+00
 -9.410002E-02	  2.623020E+00
 -9.400002E-02	  2.620816E+00
 -9.390002E-02	  2.618615E+00
 -9.380002E-02	  2.616416E+00
 -9.370002E-02	  2.614218E+00
 -9.360002E-02	  2.612023E+00
 -9.350002E-02	  2.609830E+00
 -9.340002E-02	  2.607639E+00
 -9.330002E-02	  2.605451E+00
 -9.320002E-02	  2.603264E+00
 -9.310002E-02	  2.601079E+00
 -9.300002E-02	  2.598897E+00
 -9.290002E-02	  2.596716E+00
 -9.280002E-02	  2.594538E+00
 -9.270002E-02	  2.592362E+00
 -9.260002E-02	  2.590188E+00
 -9.250002E-02	  2.588016E+00
 -9.240002E-02	  2.585846E+00
 -9.230002E-02	  2.583679E+00
 -9.220002E-02	  2.581513E+00
 -9.210002E-02	  2.579350E+00
 -9.200002E-02	  2.577188E+00
 -9.190002E-02	  2.575029E+00
 -9.180002E-02	  2.572872E+00
 -9.170002E-02	  2.570717E+00
 -9.160002E-02	  2.568564E+00
 -9.150002E-02	  2.566413E+00
 -9.140002E-02	  2.564265E+00
 -9.130002E-02	  2.562118E+00
 -9.120002E-02	  2.559974E+00
 -9.110002E-02	  2.557832E+00
 -9.100002E-02	  2.555692E+00
 -9.090002E-02	  2.553554E+00
 -9.080002E-02	  2.551418E+00
 -9.070002E-02	  2.549284E+00
 -9.060002E-02	  2.547152E+00
 -9.050002E-02	  2.545023E+00
 -9.040002E-02	  2.542896E+00
 -9.030002E-02	  2.540770E+00
 -9.020002E-02	  2.538647E+00
 -9.010002E-02	  2.536526E+00
 -9.000002E-02	  2.534408E+00
 -8.990002E-02	  2.532291E+00
 -8.980002E-02	  2.530176E+00
 -8.970002E-02	  2.528064E+00
 -8.960002E-02	  2.525954E+00
 -8.950002E-02	  2.523845E+00
 -8.940002E-02	  2.521739E+00
 -8.930002E-02	  2.519636E+00
 -8.920002E-02	  2.517534E+00
 -8.910002E-02	  2.515434E+00
 -8.900002E-02	  2.513337E+00
 -8.890002E-02	  2.511241E+00
 -8.880002E-02	  2.509148E+00
 -8.870002E-02	  2.507057E+00
 -8.860002E-02	  2.504968E+00
 -8.850002E-02	  2.502882E+00
 -8.840002E-02	  2.500797E+00
 -8.830002E-02	  2.498715E+00
 -8.820002E-02	  2.496634E+00
 -8.810002E-02	  2.494556E+00
 -8.800002E-02	  2.492480E+00
 -8.790002E-02	  2.490406E+00
 -8.780002E-02	  2.488334E+00
 -8.770002E-02	  2.486265E+00
 -8.760002E-02	  2.484197E+00
 -8.750002E-02	  2.482132E+00
 -8.740002E-02	  2.480069E+00
 -8.730002E-02	  2.478008E+00
 -8.720002E-02	  2.475949E+00
 -8.710002E-02	  2.473893E+00
 -8.700002E-02	  2.471838E+00
 -8.690002E-02	  2.469786E+00
 -8.680002E-02	  2.467735E+00
 -8.670002E-02	  2.465687E+00
 -8.660002E-02	  2.463641E+00
 -8.650002E-02	  2.461598E+00
 -8.640002E-02	  2.459556E+00
 -8.630002E-02	  2.457517E+00
 -8.620002E-02	  2.455479E+00
 -8.610002E-02	  2.453444E+00
 -8.600002E-02	  2.451411E+00
 -8.590002E-02	  2.449381E+00
 -8.580002E-02	  2.447352E+00
 -8.570002E-02	  2.445325E+00
 -8.560002E-02	  2.443301E+00
 -8.550002E-02	  2.441279E+00
 -8.540002E-02	  2.439259E+00
 -8.530002E-02	  2.437241E+00
 -8.520002E-02	  2.435225E+00
 -8.510002E-02	  2.433212E+00
 -8.500002E-02	  2.431201E+00
 -8.490002E-02	  2.429192E+00
 -8.480002E-02	  2.427185E+00
 -8.470002E-02	  2.425180E+00
 -8.460002E-02	  2.423177E+00
 -8.450002E-02	  2.421177E+00
 -8.440002E-02	  2.419178E+00
 -8.430002E-02	  2.417182E+00
 -8.420002E-02	  2.415188E+00
 -8.410002E-02	  2.413196E+00
 -8.400002E-02	  2.411207E+00
 -8.390002E-02	  2.409219E+00
 -8.380002E-02	  2.407234E+00
 -8.370002E-02	  2.405251E+00
 -8.360002E-02	  2.403270E+00
 -8.350002E-02	  2.401291E+00
 -8.340002E-02	  2.399315E+00
 -8.330002E-02	  2.397340E+00
 -8.320002E-02	  2.395368E+00
 -8.310002E-02	  2.393398E+00
 -8.300002E-02	  2.391430E+00
 -8.290002E-02	  2.389465E+00
 -8.280002E-02	  2.387501E+00
 -8.270002E-02	  2.385540E+00
 -8.260002E-02	  2.383581E+00
 -8.250002E-02	  2.381624E+00
 -8.240002E-02	  2.379669E+00
 -8.230002E-02	  2.377716E+00
 -8.220002E-02	  2.375766E+00
 -8.210002E-02	  2.373818E+00
 -8.200002E-02	  2.371872E+00
 -8.190002E-02	  2.369928E+00
 -8.180002E-02	  2.367986E+00
 -8.170002E-02	  2.366047E+00
 -8.160002E-02	  2.364109E+00
 -8.150002E-02	  2.362174E+00
 -8.140002E-02	  2.360241E+00
 -8.130002E-02	  2.358311E+00
 -8.120002E-02	  2.356382E+00
 -8.110002E-02	  2.354456E+00
 -8.100002E-02	  2.352532E+00
 -8.090002E-02	  2.350610E+00
 -8.080002E-02	  2.348690E+00
 -8.070002E-02	  2.346773E+00
 -8.060002E-02	  2.344857E+00
 -8.050002E-02	  2.342944E+00
 -8.040002E-02	  2.341033E+00
 -8.030002E-02	  2.339124E+00
 -8.020002E-02	  2.337218E+00
 -8.010002E-02	  2.335314E+00
 -8.000002E-02	  2.333411E+00
 -7.990002E-02	  2.331511E+00
 -7.980002E-02	  2.329614E+00
 -7.970002E-02	  2.327718E+00
 -7.960002E-02	  2.325825E+00
 -7.950002E-02	  2.323934E+00
 -7.940002E-02	  2.322045E+00
 -7.930002E-02	  2.320158E+00
 -7.920002E-02	  2.318273E+00
 -7.910002E-02	  2.316391E+00
 -7.900002E-02	  2.314511E+00
 -7.890002E-02	  2.312633E+00
 -7.880002E-02	  2.310757E+00
 -7.870002E-02	  2.308884E+00
 -7.860002E-02	  2.307012E+00
 -7.850002E-02	  2.305143E+00
 -7.840002E-02	  2.303276E+00
 -7.830002E-02	  2.301412E+00
 -7.820002E-02	  2.299549E+00
 -7.810002E-02	  2.297689E+00
 -7.800002E-02	  2.295831E+00
 -7.790002E-02	  2.293975E+00
 -7.780002E-02	  2.292122E+00
 -7.770002E-02	  2.290270E+00
 -7.760002E-02	  2.288421E+00
 -7.750002E-02	  2.286574E+00
 -7.740002E-02	  2.284729E+00
 -7.730002E-02	  2.282887E+00
 -7.720002E-02	  2.281046E+00
 -7.710002E-02	  2.279208E+00
 -7.700002E-02	  2.277372E+00
 -7.690002E-02	  2.275539E+00
 -7.680002E-02	  2.273707E+00
 -7.670002E-02	  2.271878E+00
 -7.660002E-02	  2.270051E+00
 -7.650002E-02	  2.268226E+00
 -7.640002E-02	  2.266404E+00
 -7.630002E-02	  2.264583E+00
 -7.620002E-02	  2.262765E+00
 -7.610002E-02	  2.260949E+00
 -7.600002E-02	  2.259136E+00
 -7.590002E-02	  2.257324E+00
 -7.580002E-02	  2.255515E+00
 -7.570002E-02	  2.253708E+00
 -7.560002E-02	  2.251903E+00
 -7.550002E-02	  2.250101E+00
 -7.540002E-02	  2.248300E+00
 -7.530002E-02	  2.246502E+00
 -7.520002E-02	  2.244706E+00
 -7.510002E-02	  2.242913E+00
 -7.500002E-02	  2.241121E+00
 -7.490002E-02	  2.239332E+00
 -7.480002E-02	  2.237545E+00
 -7.470002E-02	  2.235761E+00
 -7.460002E-02	  2.233978E+00
 -7.450002E-02	  2.232198E+00
 -7.440002E-02	  2.230420E+00
 -7.430002E-02	  2.228644E+00
 -7.420002E-02	  2.226871E+00
 -7.410002E-02	  2.225099E+00
 -7.400002E-02	  2.223330E+00
 -7.390002E-02	  2.221563E+00
 -7.380002E-02	  2.219799E+00
 -7.370002E-02	  2.218036E+00
 -7.360002E-02	  2.216276E+00
 -7.350002E-02	  2.214518E+00
 -7.340002E-02	  2.212763E+00
 -7.330002E-02	  2.211009E+00
 -7.320002E-02	  2.209258E+00
 -7.310002E-02	  2.207509E+00
 -7.300002E-02	  2.205763E+00
 -7.290002E-02	  2.204018E+00
 -7.280002E-02	  2.202276E+00
 -7.270002E-02	  2.200536E+00
 -7.260002E-02	  2.198798E+00
 -7.250002E-02	  2.197063E+00
 -7.240002E-02	  2.195330E+00
 -7.230002E-02	  2.193599E+00
 -7.220002E-02	  2.191870E+00
