x_mm,old_unwrapped_rad,new_unwrapped_rad,old_minus_new_rad,reference_candidate_rad,fitted_old_minus_new_rad,residual_rad
-3.694999999999999674e-02,1.028906961435917289e+01,1.564864000000000033e+00,8.724205614359172856e+00,-8.566768303110382732e+00,1.573938899473570574e+00,9.652841921337085296e-07
-3.690000000000000224e-02,1.031220761435917233e+01,1.564862999999999893e+00,8.747344614359171544e+00,-8.543630649926470255e+00,1.573910102245612119e+00,1.379208921292729428e-06
-3.685000000000000081e-02,1.033531361435917262e+01,1.564861999999999975e+00,8.770451614359172865e+00,-8.520524157747571437e+00,1.573881353658969084e+00,9.553950519602949498e-07
-3.679999999999999938e-02,1.035838861435917302e+01,1.564860999999999835e+00,8.793527614359172517e+00,-8.497448827260793536e+00,1.573852653978428995e+00,6.945297119642646066e-07
-3.674999999999999795e-02,1.038143361435917278e+01,1.564859999999999918e+00,8.816573614359173305e+00,-8.474404659148364161e+00,1.573824003462997556e+00,1.597295160138401116e-06
-3.670000000000000345e-02,1.040444661435917340e+01,1.564859199999999895e+00,8.839587414359172612e+00,-8.451391654096697792e+00,1.573795402365955942e+00,1.464377834992092176e-06
-3.665000000000000202e-02,1.042742761435917309e+01,1.564858399999999872e+00,8.862569214359172776e+00,-8.428409812788022037e+00,1.573766850934911643e+00,4.964599895629362436e-07
-3.660000000000000059e-02,1.045037861435917215e+01,1.564857600000000071e+00,8.885521014359172298e+00,-8.405459135903862844e+00,1.573738349411854864e+00,6.942231838280576994e-07
-3.654999999999999916e-02,1.047329861435917309e+01,1.564856800000000048e+00,8.908441814359173705e+00,-8.382539624125053379e+00,1.573709898033211152e+00,1.058348278348830718e-06
-3.649999999999999772e-02,1.049618661435917311e+01,1.564856000000000025e+00,8.931330614359172415e+00,-8.359651278133124919e+00,1.573681497029895127e+00,5.895168246894399999e-07
-3.645000000000000323e-02,1.051904361435917323e+01,1.564855000000000107e+00,8.954188614359173570e+00,-8.336794098607512637e+00,1.573653146627364663e+00,4.884082898115593707e-07
-3.640000000000000180e-02,1.054186961435917169e+01,1.564853999999999967e+00,8.977015614359171281e+00,-8.313968086224864606e+00,1.573624847045674180e+00,5.556993478705862799e-07
-3.635000000000000037e-02,1.056466461435917203e+01,1.564853000000000049e+00,8.999811614359172651e+00,-8.291173241665312332e+00,1.573596598499527266e+00,7.920701641239702440e-07
-3.629999999999999893e-02,1.058742861435917249e+01,1.564851999999999910e+00,9.022576614359172353e+00,-8.268409565603413114e+00,1.573568401198329747e+00,1.198195315410544026e-06
-3.624999999999999750e-02,1.061016061435917202e+01,1.564850999999999992e+00,9.045309614359172912e+00,-8.245677058715811469e+00,1.573540255346244976e+00,7.747514736422544956e-07
-3.620000000000000301e-02,1.063286261435917268e+01,1.564850199999999969e+00,9.068012414359172269e+00,-8.222975721677059369e+00,1.573512161142242460e+00,1.322413222482055062e-06
-3.615000000000000158e-02,1.065553261435917243e+01,1.564849399999999946e+00,9.090683214359172482e+00,-8.200305555161714111e+00,1.573484118780155150e+00,1.041855144379155718e-06
-3.610000000000000014e-02,1.067817161435917228e+01,1.564848600000000145e+00,9.113323014359172802e+00,-8.177666559841538785e+00,1.573456128448728730e+00,9.337490300964645940e-07
-3.604999999999999871e-02,1.070077961435917224e+01,1.564847800000000122e+00,9.135931814359171454e+00,-8.155058736390387253e+00,1.573428190331674914e+00,9.987687530355060517e-07
-3.599999999999999728e-02,1.072335561435917306e+01,1.564847000000000099e+00,9.158508614359172739e+00,-8.132482085477930056e+00,1.573400304607724065e+00,2.375840253421301895e-07
-3.595000000000000279e-02,1.074590161435917324e+01,1.564846000000000181e+00,9.181055614359173944e+00,-8.109936607775933837e+00,1.573372471450676935e+00,8.508666340389936522e-07
-3.590000000000000135e-02,1.076841561435917249e+01,1.564845000000000041e+00,9.203570614359172453e+00,-8.087422303951974811e+00,1.573344691029456399e+00,6.392841775948454597e-07
-3.584999999999999992e-02,1.079089861435917186e+01,1.564844000000000124e+00,9.226054614359171069e+00,-8.064939174676421629e+00,1.573316963508158972e+00,6.035070505561179743e-07
-3.579999999999999849e-02,1.081335061435917311e+01,1.564842999999999984e+00,9.248507614359173346e+00,-8.042487220616154175e+00,1.573289289046106543e+00,7.442021736636661444e-07
-3.574999999999999706e-02,1.083577161435917269e+01,1.564842000000000066e+00,9.270929614359172177e+00,-8.020066442437354226e+00,1.573261667797898111e+00,1.062035741128397603e-06
-3.570000000000000256e-02,1.085816161435917238e+01,1.564841200000000043e+00,9.293320414359172332e+00,-7.997676840806905219e+00,1.573234099913459083e+00,1.357674671353947815e-06
-3.565000000000000113e-02,1.088051961435917292e+01,1.564840400000000020e+00,9.315679214359173343e+00,-7.975318416388197384e+00,1.573206585538095226e+00,8.317823780856770099e-07
-3.559999999999999970e-02,1.090284661435917180e+01,1.564839599999999997e+00,9.338007014359170910e+00,-7.952991169846717057e+00,1.573179124812540186e+00,4.850243691123523604e-07
-3.554999999999999827e-02,1.092514261435917255e+01,1.564838799999999974e+00,9.360303814359172137e+00,-7.930695101845159023e+00,1.573151717873009003e+00,3.180633783017583482e-07
-3.549999999999999684e-02,1.094740761435917165e+01,1.564837999999999951e+00,9.382569614359171695e+00,-7.908430213044822743e+00,1.573124364851245405e+00,3.315607237652784534e-07
-3.545000000000000234e-02,1.096964161435917262e+01,1.564837000000000033e+00,9.404804614359171921e+00,-7.886196504107009453e+00,1.573097065874574652e+00,7.261777348332998372e-07
-3.540000000000000091e-02,1.099184361435917268e+01,1.564835999999999894e+00,9.427007614359173004e+00,-7.863993975693714944e+00,1.573069821065951945e+00,3.025764314656953502e-07
-3.534999999999999948e-02,1.101401561435917209e+01,1.564834999999999976e+00,9.449180614359171670e+00,-7.841822628462751688e+00,1.573042630544012832e+00,1.061414657499426539e-06
-3.529999999999999805e-02,1.103615561435917236e+01,1.564833999999999836e+00,9.471321614359172969e+00,-7.819682463072629375e+00,1.573015494423121607e+00,1.003350947215153610e-06
-3.524999999999999661e-02,1.105826461435917274e+01,1.564832999999999918e+00,9.493431614359172599e+00,-7.797573480182555805e+00,1.572988412813422388e+00,1.129044534309286973e-06
-3.520000000000000212e-02,1.108034261435917323e+01,1.564832199999999895e+00,9.515510414359173552e+00,-7.775495680447551905e+00,1.572961385820886848e+00,1.239150465792704381e-06
-3.515000000000000069e-02,1.110238861435917279e+01,1.564831399999999872e+00,9.537557214359173585e+00,-7.753449064524034817e+00,1.572934413547363741e+00,5.343251867628850960e-07
-3.509999999999999926e-02,1.112440461435917172e+01,1.564830600000000072e+00,9.559574014359171201e+00,-7.731433633067025468e+00,1.572907496090627300e+00,1.015223741518411771e-06
-3.504999999999999782e-02,1.114638861435917150e+01,1.564829800000000048e+00,9.581558814359171450e+00,-7.709449386730849341e+00,1.572880633544425866e+00,6.825004863486583417e-07
-3.500000000000000333e-02,1.116834161435917316e+01,1.564829000000000025e+00,9.603512614359173583e+00,-7.687496326167737593e+00,1.572853825998529187e+00,5.368076738676563764e-07
-3.495000000000000190e-02,1.119026361435917316e+01,1.564828000000000108e+00,9.625435614359172831e+00,-7.665574452030617714e+00,1.572827073538778819e+00,7.787982632123657822e-07
-3.490000000000000047e-02,1.121215461435917149e+01,1.564826999999999968e+00,9.647327614359172188e+00,-7.643683764969630090e+00,1.572800376247132759e+00,1.209122418188712800e-06
-3.484999999999999903e-02,1.123401361435917245e+01,1.564826000000000050e+00,9.669187614359172400e+00,-7.621824265636307771e+00,1.572773734201715623e+00,8.284316983520056965e-07
-3.479999999999999760e-02,1.125584261435917277e+01,1.564824999999999910e+00,9.691017614359171972e+00,-7.599995954680092147e+00,1.572747147476864393e+00,1.637375566687637729e-06
-3.475000000000000311e-02,1.127763961435917217e+01,1.564823999999999993e+00,9.712815614359172400e+00,-7.578198832749029279e+00,1.572720616143175709e+00,1.636602103616269233e-06
-3.470000000000000168e-02,1.129940561435917346e+01,1.564823199999999970e+00,9.734582414359174152e+00,-7.556432900490467119e+00,1.572694140267554275e+00,1.626758681538831297e-06
-3.465000000000000024e-02,1.132113961435917204e+01,1.564822399999999947e+00,9.756317214359171430e+00,-7.534698158552451730e+00,1.572667719913256823e+00,8.084933664775917350e-07
-3.459999999999999881e-02,1.134284361435917177e+01,1.564821600000000146e+00,9.778022014359171621e+00,-7.512994607578844075e+00,1.572641355139940300e+00,1.182450052539252283e-06
-3.454999999999999738e-02,1.136451561435917235e+01,1.564820800000000123e+00,9.799694814359172668e+00,-7.491322248216294888e+00,1.572615046003708050e+00,7.492754097171427929e-07
-3.450000000000000289e-02,1.138615661435917303e+01,1.564820000000000100e+00,9.821336614359172046e+00,-7.469681081107966136e+00,1.572588792557155113e+00,5.096126312054138907e-07
-3.445000000000000145e-02,1.140776661435917205e+01,1.564819200000000077e+00,9.842947414359171532e+00,-7.448071106896324345e+00,1.572562594849413520e+00,4.641042092856650925e-07
-3.440000000000000002e-02,1.142934561435917296e+01,1.564818400000000054e+00,9.864527214359172902e+00,-7.426492326225229590e+00,1.572536452926199146e+00,6.133940289032580040e-07
-3.434999999999999859e-02,1.145089361435917219e+01,1.564817600000000031e+00,9.886076014359172603e+00,-7.404944739735054959e+00,1.572510366829855011e+00,9.581224844623648096e-07
-3.429999999999999716e-02,1.147240961435917228e+01,1.564816800000000008e+00,9.907592814359173161e+00,-7.383428348065474545e+00,1.572484336599397459e+00,4.989292836654612984e-07
-3.425000000000000266e-02,1.149389461435917248e+01,1.564815999999999985e+00,9.929078614359172050e+00,-7.361943151856862322e+00,1.572458362270560572e+00,2.364548219446760413e-07
-3.420000000000000123e-02,1.151534861435917279e+01,1.564815000000000067e+00,9.950533614359173384e+00,-7.340489151748195162e+00,1.572432443875840802e+00,3.713381033776386175e-07
-3.414999999999999980e-02,1.153677161435917320e+01,1.564813999999999927e+00,9.971957614359173050e+00,-7.319066348375659281e+00,1.572406581444540707e+00,7.042153349345880997e-07
-3.409999999999999837e-02,1.155816361435917194e+01,1.564813000000000009e+00,9.993350614359172823e+00,-7.297674742376838886e+00,1.572380775002812259e+00,1.235724132797599850e-06
-3.404999999999999694e-02,1.157952391435917328e+01,1.564811999999999870e+00,1.001471191435917341e+01,-7.276314334387222083e+00,1.572355024573702797e+00,1.266500010643767382e-06
-3.400000000000000244e-02,1.160085311435917177e+01,1.564810999999999952e+00,1.003604211435917115e+01,-7.254985125042299643e+00,1.572329330177195672e+00,1.397178479578542465e-06
-3.395000000000000101e-02,1.162215111435917336e+01,1.564810199999999929e+00,1.005734091435917321e+01,-7.233687114975468013e+00,1.572303691830254868e+00,1.328392965405100767e-06
-3.389999999999999958e-02,1.164341791435917273e+01,1.564809399999999906e+00,1.007860851435917304e+01,-7.212420304820123640e+00,1.572278109546867864e+00,1.260776892664239313e-06
-3.384999999999999815e-02,1.166465351435917164e+01,1.564808600000000105e+00,1.009984491435917064e+01,-7.191184695208269417e+00,1.572252583338088039e+00,1.194962282013989352e-06
-3.379999999999999671e-02,1.168585791435917187e+01,1.564807800000000082e+00,1.012105011435917135e+01,-7.169980286771208355e+00,1.572227113212077088e+00,1.131580470214998968e-06
-3.375000000000000222e-02,1.170703111435917165e+01,1.564807000000000059e+00,1.014222411435917159e+01,-7.148807080139547132e+00,1.572201699174146761e+00,1.071262081708823644e-06
-3.370000000000000079e-02,1.172817321435917215e+01,1.564806200000000036e+00,1.016336701435917256e+01,-7.127665075942498873e+00,1.572176341226801721e+00,1.114636361876364390e-06
-3.364999999999999936e-02,1.174928401435917280e+01,1.564805400000000013e+00,1.018447861435917190e+01,-7.106554274808575045e+00,1.572151039369779513e+00,1.062331843826314071e-06
-3.359999999999999792e-02,1.177036361435917300e+01,1.564804599999999990e+00,1.020555901435917256e+01,-7.085474677364897111e+00,1.572125793600094079e+00,1.014975676838503205e-06
-3.355000000000000343e-02,1.179141201435917274e+01,1.564803799999999967e+00,1.022660821435917278e+01,-7.064426284238581211e+00,1.572100603912073957e+00,9.731950001423683716e-07
-3.350000000000000200e-02,1.181242921435917204e+01,1.564802999999999944e+00,1.024762621435917254e+01,-7.043409096056049812e+00,1.572075470297406463e+00,9.376162566354651062e-07
-3.345000000000000057e-02,1.183341511435917326e+01,1.564802199999999921e+00,1.026861291435917423e+01,-7.022423113441631948e+00,1.572050392745174996e+00,8.088638114855939421e-07
-3.339999999999999913e-02,1.185436991435917164e+01,1.564801399999999898e+00,1.028956851435917130e+01,-7.001468337019654875e+00,1.572025371241901004e+00,7.875620067210320485e-07
-3.334999999999999770e-02,1.187529351435917313e+01,1.564800600000000097e+00,1.031049291435917326e+01,-6.980544767411656970e+00,1.572000405771584619e+00,7.743324168529852614e-07
-3.330000000000000321e-02,1.189618591435917239e+01,1.564799800000000074e+00,1.033138611435917298e+01,-6.959652405241967266e+00,1.571975496315742404e+00,7.697993815725112654e-07
-3.325000000000000178e-02,1.191704701435917180e+01,1.564799000000000051e+00,1.035224801435917108e+01,-6.938791251130728810e+00,1.571950642853447988e+00,6.745830791743401278e-07
-3.320000000000000034e-02,1.193787701435917192e+01,1.564798200000000028e+00,1.037307881435917167e+01,-6.917961305698083763e+00,1.571925845361371588e+00,6.893036790245332668e-07
-3.314999999999999891e-02,1.195867571435917220e+01,1.564797400000000005e+00,1.039387831435917242e+01,-6.897162569564176060e+00,1.571901103813817757e+00,6.145813440383562920e-07
-3.309999999999999748e-02,1.197944331435917320e+01,1.564796599999999982e+00,1.041464671435917388e+01,-6.876395043347055314e+00,1.571876418182764912e+00,6.510341474808001294e-07
-3.305000000000000299e-02,1.200017961435917258e+01,1.564795799999999959e+00,1.043538381435917195e+01,-6.855658727663377583e+00,1.571851788437903519e+00,5.992787741604388430e-07
-3.300000000000000155e-02,1.202088471435917327e+01,1.564794999999999936e+00,1.045608971435917312e+01,-6.834953623131889699e+00,1.571827214546674512e+00,5.599339978346051794e-07
-3.295000000000000012e-02,1.204155861435917174e+01,1.564794199999999913e+00,1.047676441435917205e+01,-6.814279730366457066e+00,1.571802696474305483e+00,5.336137043343569530e-07
-3.289999999999999869e-02,1.206220131435917153e+01,1.564793399999999890e+00,1.049740791435917231e+01,-6.793637049983037635e+00,1.571778234183850875e+00,5.209338738154656312e-07
-3.284999999999999726e-02,1.208281271435917326e+01,1.564792600000000089e+00,1.051802011435917272e+01,-6.773025582595495031e+00,1.571753827636226619e+00,4.225084033748771617e-07
-3.280000000000000276e-02,1.210339301435917214e+01,1.564791800000000066e+00,1.053860121435917208e+01,-6.752445328816300218e+00,1.571729476790248770e+00,4.389497814116793961e-07
-3.275000000000000133e-02,1.212394201435917296e+01,1.564791000000000043e+00,1.055915101435917336e+01,-6.731896289257922383e+00,1.571705181602669699e+00,3.708705076377327714e-07
-3.269999999999999990e-02,1.214445991435917271e+01,1.564790000000000125e+00,1.057966991435917237e+01,-6.711378464532133492e+00,1.571680942028214734e+00,6.188823693520362212e-07
-3.264999999999999847e-02,1.216494651435917262e+01,1.564788999999999985e+00,1.060015751435917331e+01,-6.690891855247915743e+00,1.571656758019617905e+00,7.835943858225391523e-07
-3.259999999999999704e-02,1.218540191435917208e+01,1.564788000000000068e+00,1.062061391435917201e+01,-6.670436462015645773e+00,1.571632629527658143e+00,9.656169481786491815e-07
-3.255000000000000254e-02,1.220582611435917286e+01,1.564786999999999928e+00,1.064103911435917382e+01,-6.650012285443608562e+00,1.571608556501195242e+00,1.165558373372732603e-06
-3.250000000000000111e-02,1.222621901435917202e+01,1.564786000000000010e+00,1.066143301435917223e+01,-6.629619326139389202e+00,1.571584538887203619e+00,1.284026263093096532e-06
-3.244999999999999968e-02,1.224658081435917190e+01,1.564785199999999987e+00,1.068179561435917257e+01,-6.609257584709181010e+00,1.571560576630810058e+00,1.321626838191036768e-06
-3.239999999999999825e-02,1.226691131435917193e+01,1.564784399999999964e+00,1.070212691435917129e+01,-6.588927061759872750e+00,1.571536669675325681e+00,1.278967014073373321e-06
-3.234999999999999681e-02,1.228721061435917328e+01,1.564783599999999941e+00,1.072242701435917311e+01,-6.568627757894167196e+00,1.571512817962282593e+00,1.256649520442465473e-06
-3.230000000000000232e-02,1.230747871435917240e+01,1.564782799999999918e+00,1.074269591435917270e+01,-6.548359673718256779e+00,1.571489021431466737e+00,1.255280567491467991e-06
-3.225000000000000089e-02,1.232771561435917285e+01,1.564781999999999895e+00,1.076293361435917362e+01,-6.528122809833449836e+00,1.571465280020952093e+00,1.275461487537654648e-06
-3.219999999999999946e-02,1.234792121435917167e+01,1.564781199999999872e+00,1.078314001435917113e+01,-6.507917166843147250e+00,1.571441593667135317e+00,1.217795711383473645e-06
-3.214999999999999802e-02,1.236809571435917299e+01,1.564780399999999849e+00,1.080331531435917292e+01,-6.487742745347960138e+00,1.571417962304768157e+00,1.282883875575180355e-06
-3.209999999999999659e-02,1.238823891435917268e+01,1.564779600000000048e+00,1.082345931435917308e+01,-6.467599545947801509e+00,1.571394385866989873e+00,1.271325910323639619e-06
-3.205000000000000210e-02,1.240835081435917253e+01,1.564778800000000025e+00,1.084357201435917162e+01,-6.447487569241888039e+00,1.571370864285362545e+00,1.183721055397768396e-06
-3.200000000000000067e-02,1.242843161435917310e+01,1.564778000000000002e+00,1.086365361435917265e+01,-6.427406815829435516e+00,1.571347397489901265e+00,1.220668561785487327e-06
-3.194999999999999923e-02,1.244848111435917204e+01,1.564777199999999979e+00,1.088370391435917206e+01,-6.407357286307566291e+00,1.571323985409107005e+00,1.182765567264709716e-06
-3.189999999999999780e-02,1.246849945435917206e+01,1.564776399999999956e+00,1.090372305435917255e+01,-6.387338981272706384e+00,1.571300627969999475e+00,1.210608525425982407e-06
-3.185000000000000331e-02,1.248848654435917283e+01,1.564775600000000155e+00,1.092371094435917200e+01,-6.367351901320582819e+00,1.571277325098147548e+00,1.214793181603113226e-06
-3.180000000000000188e-02,1.250844240435917243e+01,1.564774800000000132e+00,1.094366760435917207e+01,-6.347396047046925283e+00,1.571254076717702119e+00,1.215915295560421328e-06
-3.175000000000000044e-02,1.252836703435917265e+01,1.564774000000000109e+00,1.096359303435917276e+01,-6.327471419043972034e+00,1.571230882751425861e+00,1.214567129537158507e-06
-3.169999999999999901e-02,1.254826043435917171e+01,1.564773200000000086e+00,1.098348723435917229e+01,-6.307578017905359324e+00,1.571207743120725864e+00,1.211342341989052329e-06
-3.164999999999999758e-02,1.256812261735917247e+01,1.564772400000000063e+00,1.100335021735917174e+01,-6.287715844223327188e+00,1.571184657745681390e+00,1.219833190901908893e-06
-3.160000000000000309e-02,1.258795356435917334e+01,1.564771600000000040e+00,1.102318196435917308e+01,-6.267884898588720333e+00,1.571161626545078072e+00,1.221630556713648730e-06
-3.155000000000000165e-02,1.260775328435917331e+01,1.564770800000000017e+00,1.104298248435917351e+01,-6.248085181592384352e+00,1.571138649436434997e+00,1.226325300862640688e-06
-3.150000000000000022e-02,1.262752178435917294e+01,1.564769999999999994e+00,1.106275178435917361e+01,-6.228316693822372407e+00,1.571115726336035134e+00,1.241505502846962372e-06
-3.144999999999999879e-02,1.264725904435917236e+01,1.564769199999999971e+00,1.108248984435917173e+01,-6.208579435868134766e+00,1.571092857158955747e+00,1.247760632594463459e-06
-3.139999999999999736e-02,1.266696511435917216e+01,1.564768399999999948e+00,1.110219671435917199e+01,-6.188873408316331926e+00,1.571070041819096819e+00,1.295677376944581738e-06
-3.135000000000000286e-02,1.268663991435917282e+01,1.564767600000000147e+00,1.112187231435917312e+01,-6.169198611754319828e+00,1.571047280229210363e+00,1.305843120746885688e-06
-3.130000000000000143e-02,1.270628341435917186e+01,1.564766800000000124e+00,1.114151661435917262e+01,-6.149555046767363642e+00,1.571024572300929067e+00,1.248843146228750811e-06
-3.125000000000000000e-02,1.272589581435917161e+01,1.564766000000000101e+00,1.116112981435917106e+01,-6.129942713940029542e+00,1.571001917944794712e+00,1.325262044105102177e-06
-3.119999999999999857e-02,1.274547691435917329e+01,1.564765399999999973e+00,1.118071151435917265e+01,-6.110361613856187368e+00,1.570979317070285486e+00,1.135683707076395876e-06
-3.115000000000000061e-02,1.276502671435917335e+01,1.564764800000000067e+00,1.120026191435917262e+01,-6.090811747098309858e+00,1.570956769585845958e+00,8.806906350855570054e-07
-3.109999999999999917e-02,1.278454541435917236e+01,1.564764199999999938e+00,1.121978121435917330e+01,-6.071293114248872413e+00,1.570934275398913060e+00,7.608653262991538213e-07
-3.105000000000000121e-02,1.280403281435917329e+01,1.564763600000000032e+00,1.123926921435917237e+01,-6.051805715889650550e+00,1.570911834415942954e+00,5.767895761010777278e-07
-3.099999999999999978e-02,1.282348901435917199e+01,1.564762999999999904e+00,1.125872601435917275e+01,-6.032349552598933684e+00,1.570889446542439227e+00,4.290416981689304521e-07
-3.094999999999999835e-02,1.284291391435917262e+01,1.564762199999999881e+00,1.127815171435917208e+01,-6.012924624957800113e+00,1.570867111682980655e+00,4.182027968369084192e-07
-3.090000000000000038e-02,1.286230761435917280e+01,1.564761399999999858e+00,1.129754621435917272e+01,-5.993530933543143924e+00,1.570844829741244286e+00,4.448497890052749426e-07
-3.084999999999999895e-02,1.288167001435917314e+01,1.564760600000000057e+00,1.131690941435917352e+01,-5.974168478933252757e+00,1.570822600620035203e+00,4.095609860144122649e-07
-3.080000000000000099e-02,1.290100131435917241e+01,1.564759800000000034e+00,1.133624151435917327e+01,-5.954837261704322593e+00,1.570800424221311165e+00,5.129126012803908452e-07
-3.074999999999999956e-02,1.292030121435917245e+01,1.564759000000000011e+00,1.135554221435917199e+01,-5.935537282431154971e+00,1.570778300446207698e+00,4.554794656996818958e-07
-3.070000000000000159e-02,1.293957001435917320e+01,1.564758199999999988e+00,1.137481181435917321e+01,-5.916268541689945870e+00,1.570756229195064524e+00,5.378377991860361362e-07
-3.065000000000000016e-02,1.295880751435917233e+01,1.564757399999999965e+00,1.139405011435917281e+01,-5.897031040052704398e+00,1.570734210367450423e+00,5.605596289370851082e-07
-3.059999999999999873e-02,1.297801381435917278e+01,1.564756599999999942e+00,1.141325721435917373e+01,-5.877824778093534874e+00,1.570712243862187885e+00,6.242190870864305907e-07
-3.055000000000000077e-02,1.299718881435917162e+01,1.564755799999999919e+00,1.143243301435917125e+01,-5.858649756383750073e+00,1.570690329577377975e+00,6.293875003393623047e-07
-3.049999999999999933e-02,1.301633261435917177e+01,1.564754999999999896e+00,1.145157761435917187e+01,-5.839505975494662771e+00,1.570668467410424540e+00,6.766362190546715283e-07
-3.045000000000000137e-02,1.303544511435917208e+01,1.564754199999999873e+00,1.147069091435917265e+01,-5.820393435996189524e+00,1.570646657258059964e+00,6.665351737211722138e-07
-3.039999999999999994e-02,1.305452641435917194e+01,1.564753399999999850e+00,1.148977301435917298e+01,-5.801312138456855116e+00,1.570624899016365372e+00,6.996529151592767448e-07
-3.034999999999999851e-02,1.307357651435917312e+01,1.564752600000000049e+00,1.150882391435917285e+01,-5.782262083445877110e+00,1.570603192580797947e+00,7.765586769181709315e-07
-3.030000000000000054e-02,1.309259531435917268e+01,1.564751800000000026e+00,1.152784351435917287e+01,-5.763243271529687739e+00,1.570581537846212461e+00,7.978189220381182167e-07
-3.024999999999999911e-02,1.311158291435917178e+01,1.564751000000000003e+00,1.154683191435917244e+01,-5.744255703275412905e+00,1.570559934706884597e+00,8.640007980176278579e-07
-3.020000000000000115e-02,1.313053921435917282e+01,1.564750199999999980e+00,1.156578901435917217e+01,-5.725299379248087739e+00,1.570538383056533593e+00,8.756693610223464930e-07
-3.014999999999999972e-02,1.314946431435917162e+01,1.564749399999999957e+00,1.158471491435917144e+01,-5.706374300012747369e+00,1.570516882788345114e+00,9.333896642260697263e-07
-3.009999999999999828e-02,1.316835811435917236e+01,1.564748600000000156e+00,1.160360951435917265e+01,-5.687480466132333490e+00,1.570495433794994122e+00,9.377246836805852581e-07
-3.005000000000000032e-02,1.318722071435917265e+01,1.564747800000000133e+00,1.162247291435917163e+01,-5.668617878169786906e+00,1.570474035968665749e+00,9.892373746822613612e-07
-2.999999999999999889e-02,1.320605211435917248e+01,1.564747000000000110e+00,1.164130511435917192e+01,-5.649786536686656646e+00,1.570452689201077057e+00,1.088489311129592352e-06
-2.995000000000000093e-02,1.322485221435917246e+01,1.564746200000000087e+00,1.166010601435917238e+01,-5.630986442245185408e+00,1.570431393383500351e+00,1.136042753202559652e-06
-2.989999999999999949e-02,1.324362101435917261e+01,1.564745400000000064e+00,1.167887561435917299e+01,-5.612217595403432568e+00,1.570410148406782280e+00,1.132455793140252354e-06
-2.985000000000000153e-02,1.326235861435917229e+01,1.564744600000000041e+00,1.169761401435917136e+01,-5.593479996721550052e+00,1.570388954161366257e+00,1.178288595582444032e-06
-2.980000000000000010e-02,1.328106501435917153e+01,1.564743800000000018e+00,1.171632121435917107e+01,-5.574773646757597234e+00,1.570367810537312447e+00,1.274099249215510099e-06
-2.974999999999999867e-02,1.329974011435917269e+01,1.564742999999999995e+00,1.173499711435917270e+01,-5.556098546068934496e+00,1.570346717424319305e+00,1.320445132790837306e-06
-2.970000000000000070e-02,1.331838391435917224e+01,1.564742400000000089e+00,1.175364151435917215e+01,-5.537454695211528666e+00,1.570325674711742447e+00,1.117882236556511089e-06
-2.964999999999999927e-02,1.333699651435917310e+01,1.564741799999999960e+00,1.177225471435917292e+01,-5.518842094740647575e+00,1.570304682288615306e+00,9.669658531663571921e-07
-2.960000000000000131e-02,1.335557791435917174e+01,1.564741200000000054e+00,1.179083671435917147e+01,-5.500260745211561719e+00,1.570283740043669773e+00,8.682512717683721348e-07
-2.954999999999999988e-02,1.337412801435917231e+01,1.564740599999999926e+00,1.180938741435917194e+01,-5.481710647176747386e+00,1.570262847865354194e+00,7.222909950144185132e-07
-2.949999999999999845e-02,1.339264681435917304e+01,1.564740000000000020e+00,1.182790681435917257e+01,-5.463191801189382524e+00,1.570242005641853789e+00,5.296382159514223531e-07
-2.945000000000000048e-02,1.341113441435917153e+01,1.564739199999999997e+00,1.184639521435917153e+01,-5.444704207800548978e+00,1.570221213261109083e+00,5.908440474655662911e-07
-2.939999999999999905e-02,1.342959081435917312e+01,1.564738399999999974e+00,1.186485241435917359e+01,-5.426247867562724814e+00,1.570200470610834786e+00,7.064609874873895023e-07
-2.935000000000000109e-02,1.344801591435917310e+01,1.564737599999999951e+00,1.188327831435917403e+01,-5.407822781023506664e+00,1.570179777578538438e+00,7.770366519110893933e-07
-2.929999999999999966e-02,1.346640971435917322e+01,1.564736799999999928e+00,1.190167291435917285e+01,-5.389428948733279157e+00,1.570159134051538841e+00,8.031214431269972920e-07
-2.925000000000000169e-02,1.348477231435917290e+01,1.564735999999999905e+00,1.192003631435917299e+01,-5.371066371240336146e+00,1.570138539916984044e+00,8.852636881329090102e-07
-2.920000000000000026e-02,1.350310361435917272e+01,1.564735199999999882e+00,1.193836841435917329e+01,-5.352735049090877162e+00,1.570117995061868887e+00,9.240096030538325067e-07
-2.914999999999999883e-02,1.352140371435917210e+01,1.564734399999999859e+00,1.195666931435917135e+01,-5.334434982831799843e+00,1.570097499373052763e+00,1.019906104460233109e-06
-2.910000000000000087e-02,1.353967251435917163e+01,1.564733600000000058e+00,1.197493891435917135e+01,-5.316166173007212059e+00,1.570077052737276935e+00,1.073497324810546161e-06
-2.904999999999999943e-02,1.355791001435917309e+01,1.564732800000000035e+00,1.199317721435917328e+01,-5.297928620163314228e+00,1.570056655041181415e+00,1.085329492056530398e-06
-2.900000000000000147e-02,1.357611661435917227e+01,1.564732000000000012e+00,1.201138461435917293e+01,-5.279722324842120784e+00,1.570036306171322948e+00,1.455944635964101508e-06
-2.895000000000000004e-02,1.359429161435917166e+01,1.564731400000000106e+00,1.202956021435917222e+01,-5.261547287587041488e+00,1.570016006014189891e+00,1.285886188640006367e-06
-2.889999999999999861e-02,1.361243561435917293e+01,1.564730799999999977e+00,1.204770481435917340e+01,-5.243403508938695445e+00,1.569995754456219750e+00,1.375694790084480701e-06
