x_mm,wrapped_rad,unwrapped_rad,poly4_fit_rad,poly4_residual_rad,poly6_fit_rad,poly6_residual_rad,higher_model_fit_rad,higher_model_residual_rad
2.699999999999999969e-02,1.564704000000000095e+00,1.564704000000000095e+00,1.564550174160705076e+00,1.538258392950186959e-04,1.564777545949012305e+00,-7.354594901221034320e-05,1.566719346592935658e+00,-2.015346592935562953e-03
2.724999999999999992e-02,1.564707999999999988e+00,1.564707999999999988e+00,1.564554090695661426e+00,1.539093043385619808e-04,1.564780281961660968e+00,-7.228196166098044273e-05,1.566719401467281392e+00,-2.011401467281404010e-03
2.750000000000000014e-02,1.564710999999999963e+00,1.564710999999999963e+00,1.564558043274685728e+00,1.529567253142349870e-04,1.564783044619554975e+00,-7.204461955501173520e-05,1.566719458549715505e+00,-2.008458549715541608e-03
2.775000000000000036e-02,1.564715000000000078e+00,1.564715000000000078e+00,1.564562031895031291e+00,1.529681049687869887e-04,1.564785833962021089e+00,-7.083396202101077677e-05,1.566719517880825308e+00,-2.004517880825229525e-03
2.800000000000000058e-02,1.564718000000000053e+00,1.564718000000000053e+00,1.564566056553926110e+00,1.519434460739432780e-04,1.564788650028711814e+00,-7.065002871176062627e-05,1.566719579501571813e+00,-2.001579501571759678e-03
2.825000000000000080e-02,1.564721999999999946e+00,1.564721999999999946e+00,1.564570117248572423e+00,1.518827514275233881e-04,1.564791492859604949e+00,-6.949285960500262149e-05,1.566719643453290844e+00,-1.997643453290898208e-03
2.850000000000000103e-02,1.564724999999999921e+00,1.564724999999999921e+00,1.564574213976146488e+00,1.507860238534330932e-04,1.564794362495002256e+00,-6.936249500233415688e-05,1.566719709777692371e+00,-1.994709777692449393e-03
2.875000000000000125e-02,1.564729000000000037e+00,1.564729000000000037e+00,1.564578346733799252e+00,1.506532662007842305e-04,1.564797258975528127e+00,-6.825897552809045976e-05,1.566719778516860062e+00,-1.990778516860025604e-03
2.900000000000000147e-02,1.564732000000000012e+00,1.564732000000000012e+00,1.564582515518655903e+00,1.494844813441087439e-04,1.564800182342129808e+00,-6.818234212979668030e-05,1.566719849713253510e+00,-1.987849713253497796e-03
2.925000000000000169e-02,1.564735999999999905e+00,1.564735999999999905e+00,1.564586720327815650e+00,1.492796721842548635e-04,1.564803132636075178e+00,-6.713263607527331089e-05,1.566719923409705340e+00,-1.983923409705434793e-03
2.949999999999999845e-02,1.564740000000000020e+00,1.564740000000000020e+00,1.564590961158352167e+00,1.490388416478527489e-04,1.564806109898952524e+00,-6.610989895250440895e-05,1.566719999649424544e+00,-1.979999649424524222e-03
2.974999999999999867e-02,1.564742999999999995e+00,1.564742999999999995e+00,1.564595238007313593e+00,1.477619926864015554e-04,1.564809114172669657e+00,-6.611417266966235218e-05,1.566720078475994038e+00,-1.977078475994042961e-03
2.999999999999999889e-02,1.564747000000000110e+00,1.564747000000000110e+00,1.564599550871722533e+00,1.474491282775769463e-04,1.564812145499452134e+00,-6.514549945202396941e-05,1.566720159933372436e+00,-1.973159933372325980e-03
3.024999999999999911e-02,1.564751000000000003e+00,1.564751000000000003e+00,1.564603899748575389e+00,1.471002514246144699e-04,1.564815203921842812e+00,-6.420392184280920844e-05,1.566720244065893830e+00,-1.969244065893827056e-03
3.049999999999999933e-02,1.564754999999999896e+00,1.564754999999999896e+00,1.564608284634843249e+00,1.467153651566466266e-04,1.564818289482701186e+00,-6.328948270128975651e-05,1.566720330918267567e+00,-1.965330918267671478e-03
3.074999999999999956e-02,1.564759000000000011e+00,1.564759000000000011e+00,1.564612705527471226e+00,1.462944725287851355e-04,1.564821402225201608e+00,-6.240222520159655062e-05,1.566720420535578917e+00,-1.961420535578906055e-03
3.099999999999999978e-02,1.564762999999999904e+00,1.564762999999999904e+00,1.564617162423379337e+00,1.458375766205666224e-04,1.564824542192832624e+00,-6.154219283271977758e-05,1.566720512963288847e+00,-1.957512963288943197e-03
3.125000000000000000e-02,1.564766000000000101e+00,1.564766000000000101e+00,1.564621655319461180e+00,1.443446805389214660e-04,1.564827709429395863e+00,-6.170942939576207209e-05,1.566720608247234914e+00,-1.954608247234812524e-03
3.150000000000000022e-02,1.564769999999999994e+00,1.564769999999999994e+00,1.564626184212585258e+00,1.438157874147361071e-04,1.564830903979005594e+00,-6.090397900559985089e-05,1.566720706433630150e+00,-1.950706433630156056e-03
3.175000000000000044e-02,1.564774000000000109e+00,1.564774000000000109e+00,1.564630749099593876e+00,1.432509004062332281e-04,1.564834125886086724e+00,-6.012588608661495471e-05,1.566720807569064622e+00,-1.946807569064512577e-03
3.200000000000000067e-02,1.564778000000000002e+00,1.564778000000000002e+00,1.564635349977304246e+00,1.426500226957561068e-04,1.564837375195373914e+00,-5.937519537391189317e-05,1.566720911700504093e+00,-1.942911700504090788e-03
3.225000000000000089e-02,1.564781999999999895e+00,1.564781999999999895e+00,1.564639986842507158e+00,1.420131574927374629e-04,1.564840651951911354e+00,-5.865195191145922138e-05,1.566721018875292026e+00,-1.939018875292131128e-03
3.250000000000000111e-02,1.564786000000000010e+00,1.564786000000000010e+00,1.564644659691968531e+00,1.413403080314790117e-04,1.564843956201050768e+00,-5.795620105075727224e-05,1.566721129141148916e+00,-1.935129141148905774e-03
3.275000000000000133e-02,1.564791000000000043e+00,1.564791000000000043e+00,1.564649368522427864e+00,1.416314775721794206e-04,1.564847287988450741e+00,-5.628798845069837853e-05,1.566721242546171178e+00,-1.930242546171134777e-03
3.300000000000000155e-02,1.564794999999999936e+00,1.564794999999999936e+00,1.564654113330599783e+00,1.408866694001531528e-04,1.564850647360075397e+00,-5.564736007546144947e-05,1.566721359138834035e+00,-1.926359138834099483e-03
3.325000000000000178e-02,1.564799000000000051e+00,1.564799000000000051e+00,1.564658894113172050e+00,1.401058868280014025e-04,1.564854034362193724e+00,-5.503436219367330295e-05,1.566721478967989079e+00,-1.922478967989027510e-03
3.350000000000000200e-02,1.564802999999999944e+00,1.564802999999999944e+00,1.564663710866808222e+00,1.392891331917223141e-04,1.564857449041378024e+00,-5.444904137807959899e-05,1.566721602082865816e+00,-1.918602082865872305e-03
3.375000000000000222e-02,1.564807000000000059e+00,1.564807000000000059e+00,1.564668563588144767e+00,1.384364118552916523e-04,1.564860891444503022e+00,-5.389144450296257105e-05,1.566721728533072122e+00,-1.914728533072063144e-03
3.400000000000000244e-02,1.564810999999999952e+00,1.564810999999999952e+00,1.564673452273793286e+00,1.375477262066659989e-04,1.564864361618744759e+00,-5.336161874480715994e-05,1.566721858368593567e+00,-1.910858368593615353e-03
3.425000000000000266e-02,1.564815999999999985e+00,1.564815999999999985e+00,1.564678376920339620e+00,1.376230796603650219e-04,1.564867859611579259e+00,-5.185961157927465592e-05,1.566721991639793643e+00,-1.905991639793658265e-03
3.450000000000000289e-02,1.564820000000000100e+00,1.564820000000000100e+00,1.564683337524343854e+00,1.366624756562462295e-04,1.564871385470781417e+00,-5.138547078131772139e-05,1.566722128397414648e+00,-1.902128397414548644e-03
3.475000000000000311e-02,1.564823999999999993e+00,1.564823999999999993e+00,1.564688334082340093e+00,1.356659176598995487e-04,1.564874939244424334e+00,-5.093924442434172306e-05,1.566722268692577691e+00,-1.898268692577698147e-03
3.500000000000000333e-02,1.564829000000000025e+00,1.564829000000000025e+00,1.564693366590837353e+00,1.356334091626720806e-04,1.564878520980877097e+00,-4.952098087707135221e-05,1.566722412576782464e+00,-1.893412576782438350e-03
3.524999999999999661e-02,1.564832999999999918e+00,1.564832999999999918e+00,1.564698435046318226e+00,1.345649536816928560e-04,1.564882130728805221e+00,-4.913072880530222619e-05,1.566722560101907469e+00,-1.889560101907550305e-03
3.549999999999999684e-02,1.564837999999999951e+00,1.564837999999999951e+00,1.564703539445240210e+00,1.344605547597410578e-04,1.564885768537167543e+00,-4.776853716759177360e-05,1.566722711320210903e+00,-1.884711320210952223e-03
3.574999999999999706e-02,1.564842000000000066e+00,1.564842000000000066e+00,1.564708679784035050e+00,1.333202159650159757e-04,1.564889434455216888e+00,-4.743445521682154720e-05,1.566722866284329774e+00,-1.880866284329707483e-03
3.599999999999999728e-02,1.564847000000000099e+00,1.564847000000000099e+00,1.564713856059108510e+00,1.331439408915890965e-04,1.564893128532497624e+00,-4.612853249752468798e-05,1.566723025047281670e+00,-1.876025047281570934e-03
3.624999999999999750e-02,1.564850999999999992e+00,1.564850999999999992e+00,1.564719068266841040e+00,1.319317331589520137e-04,1.564896850818844332e+00,-4.585081884433961363e-05,1.566723187662462546e+00,-1.872187662462554414e-03
3.649999999999999772e-02,1.564856000000000025e+00,1.564856000000000025e+00,1.564724316403586890e+00,1.316835964131346515e-04,1.564900601364382249e+00,-4.460136438222406241e-05,1.566723354183650052e+00,-1.867354183650027366e-03
3.674999999999999795e-02,1.564859999999999918e+00,1.564859999999999918e+00,1.564729600465674997e+00,1.303995343249209071e-04,1.564904380219524160e+00,-4.438021952424264782e-05,1.566723524665000422e+00,-1.863524665000504399e-03
3.699999999999999817e-02,1.564864999999999950e+00,1.564864999999999950e+00,1.564734920449408762e+00,1.300795505911889194e-04,1.564908187434969955e+00,-4.318743497000454568e-05,1.566723699161051586e+00,-1.858699161051635684e-03
3.724999999999999839e-02,1.564869999999999983e+00,1.564869999999999983e+00,1.564740276351065607e+00,1.297236489343767118e-04,1.564912023061705737e+00,-4.202306170575376143e-05,1.566723877726721614e+00,-1.853877726721631092e-03
3.749999999999999861e-02,1.564874000000000098e+00,1.564874000000000098e+00,1.564745668166897419e+00,1.283318331026794823e-04,1.564915887151001606e+00,-4.188715100150730564e-05,1.566724060417309383e+00,-1.850060417309284944e-03
3.774999999999999883e-02,1.564878999999999909e+00,1.564878999999999909e+00,1.564751095893130328e+00,1.279041068695807581e-04,1.564919779754411655e+00,-4.077975441174608306e-05,1.566724247288495020e+00,-1.845247288495110993e-03
3.799999999999999906e-02,1.564883999999999942e+00,1.564883999999999942e+00,1.564756559525964486e+00,1.274404740354562193e-04,1.564923700923771976e+00,-3.970092377203471301e-05,1.566724438396339902e+00,-1.840438396339960647e-03
3.824999999999999928e-02,1.564888999999999974e+00,1.564888999999999974e+00,1.564762059061575172e+00,1.269409384248021411e-04,1.564927650711198881e+00,-3.865071119890650664e-05,1.566724633797286881e+00,-1.835633797286906344e-03
3.849999999999999950e-02,1.564893000000000089e+00,1.564893000000000089e+00,1.564767594496111025e+00,1.254055038890644624e-04,1.564931629169088900e+00,-3.862916908881075528e-05,1.566724833548159834e+00,-1.831833548159744751e-03
3.874999999999999972e-02,1.564897999999999900e+00,1.564897999999999900e+00,1.564773165825695811e+00,1.248341743040892737e-04,1.564935636350116566e+00,-3.763635011666544017e-05,1.566725037706165891e+00,-1.827037706165990372e-03
3.899999999999999994e-02,1.564902999999999933e+00,1.564902999999999933e+00,1.564778773046427096e+00,1.242269535728368623e-04,1.564939672307233520e+00,-3.667230723358727573e-05,1.566725246328893206e+00,-1.822246328893273315e-03
3.925000000000000017e-02,1.564907999999999966e+00,1.564907999999999966e+00,1.564784416154376911e+00,1.235838456230542448e-04,1.564943737093666520e+00,-3.573709366655464237e-05,1.566725459474312965e+00,-1.817459474312999035e-03
3.950000000000000039e-02,1.564912999999999998e+00,1.564912999999999998e+00,1.564790095145591531e+00,1.229048544084676564e-04,1.564947830762917436e+00,-3.483076291743714137e-05,1.566725677200778710e+00,-1.812677200778711750e-03
3.975000000000000061e-02,1.564918000000000031e+00,1.564918000000000031e+00,1.564795810016091693e+00,1.221899839083384620e-04,1.564951953368760806e+00,-3.395336876077514887e-05,1.566725899567026570e+00,-1.807899567026538534e-03
4.000000000000000083e-02,1.564923000000000064e+00,1.564923000000000064e+00,1.564801560761872379e+00,1.214392381276852007e-04,1.564956104965242734e+00,-3.310496524266959284e-05,1.566726126632175697e+00,-1.803126632175633404e-03
4.025000000000000105e-02,1.564928000000000097e+00,1.564928000000000097e+00,1.564807347378902813e+00,1.206526210972835855e-04,1.564960285606679768e+00,-3.228560667967173003e-05,1.566726358455729384e+00,-1.798358455729287542e-03
4.050000000000000128e-02,1.564932999999999907e+00,1.564932999999999907e+00,1.564813169863126907e+00,1.198301368730003702e-04,1.564964495347657802e+00,-3.149534765789496760e-05,1.566726595097573504e+00,-1.793595097573597030e-03
4.075000000000000150e-02,1.564937999999999940e+00,1.564937999999999940e+00,1.564819028210462148e+00,1.189717895377917500e-04,1.564968734243029846e+00,-3.073424302990623858e-05,1.566726836617977403e+00,-1.788836617977462851e-03
4.100000000000000172e-02,1.564942999999999973e+00,1.564942999999999973e+00,1.564824922416801156e+00,1.180775831988167823e-04,1.564973002347915809e+00,-3.000234791583622496e-05,1.566727083077595006e+00,-1.784083077595033373e-03
