x_mm,wrapped_rad,unwrapped_rad,poly4_fit_rad,poly4_residual_rad,poly6_fit_rad,poly6_residual_rad,higher_model_fit_rad,higher_model_residual_rad
-1.882500000000000007e-01,1.574341999999999908e+00,1.574341999999999908e+00,1.574254618112650883e+00,8.738188734902507804e-05,1.574478936026109110e+00,-1.369360261092023023e-04,1.571994094927253727e+00,2.347905072746181432e-03
-1.880000000000000004e-01,1.574313000000000073e+00,1.574313000000000073e+00,1.574229223347678897e+00,8.377665232117692540e-05,1.574450747639296155e+00,-1.377476392960819140e-04,1.571965080235179224e+00,2.347919764820849409e-03
-1.877500000000000002e-01,1.574284000000000017e+00,1.574284000000000017e+00,1.574203857460198197e+00,8.014253980181962334e-05,1.574422577669172041e+00,-1.385776691720241871e-04,1.571936190424649382e+00,2.347809575350634503e-03
-1.875000000000000000e-01,1.574254000000000042e+00,1.574254000000000042e+00,1.574178520469577069e+00,7.547953042297272930e-05,1.574394426430353766e+00,-1.404264303537239300e-04,1.571907425094565491e+00,2.346574905434550828e-03
-1.872499999999999998e-01,1.574224999999999985e+00,1.574224999999999985e+00,1.574153212395157153e+00,7.178760484283230880e-05,1.574366294235451713e+00,-1.412942354517277010e-04,1.571878783844798289e+00,2.346216155201696907e-03
-1.869999999999999996e-01,1.574195999999999929e+00,1.574195999999999929e+00,1.574127933256255440e+00,6.806674374448817844e-05,1.574338181395077418e+00,-1.421813950774897251e-04,1.571850266276188623e+00,2.345733723811305182e-03
-1.867499999999999993e-01,1.574167000000000094e+00,1.574167000000000094e+00,1.574102683072162723e+00,6.431692783737119612e-05,1.574310088217848458e+00,-1.430882178483638967e-04,1.571821871990542352e+00,2.345128009457742024e-03
-1.864999999999999991e-01,1.574138000000000037e+00,1.574138000000000037e+00,1.574077461862144034e+00,6.053813785600326014e-05,1.574282015010395996e+00,-1.440150103959592087e-04,1.571793600590630779e+00,2.344399409369257725e-03
-1.862499999999999989e-01,1.574108999999999980e+00,1.574108999999999980e+00,1.574052269645438651e+00,5.673035456132957677e-05,1.574253962077369895e+00,-1.449620773699145104e-04,1.571765451680185777e+00,2.343548319814203751e-03
-1.859999999999999987e-01,1.574079999999999924e+00,1.574079999999999924e+00,1.574027106441260759e+00,5.289355873916434803e-05,1.574225929721445816e+00,-1.459297214458921133e-04,1.571737424863898891e+00,2.342575136101032740e-03
-1.857499999999999984e-01,1.574051000000000089e+00,1.574051000000000089e+00,1.574001972268798122e+00,4.902773120196712853e-05,1.574197918243332106e+00,-1.469182433320170844e-04,1.571709519747418460e+00,2.341480252581629173e-03
-1.854999999999999982e-01,1.574022000000000032e+00,1.574022000000000032e+00,1.573976867147213410e+00,4.513285278662237943e-05,1.574169927941774016e+00,-1.479279417739842728e-04,1.571681735937347613e+00,2.340264062652419597e-03
-1.852499999999999980e-01,1.573992999999999975e+00,1.573992999999999975e+00,1.573951791095643316e+00,4.120890435665991447e-05,1.574141959113562361e+00,-1.489591135623857809e-04,1.571654073041240718e+00,2.338926958759257602e-03
-1.849999999999999978e-01,1.573963999999999919e+00,1.573963999999999919e+00,1.573926744133198552e+00,3.725586680136672157e-05,1.574114012053538403e+00,-1.500120535384841247e-04,1.571626530667602939e+00,2.337469332396979738e-03
-1.847499999999999976e-01,1.573935000000000084e+00,1.573935000000000084e+00,1.573901726278964963e+00,3.327372103512082901e-05,1.574086087054600291e+00,-1.510870546002074377e-04,1.571599108425886682e+00,2.335891574113402314e-03
-1.844999999999999973e-01,1.573906999999999945e+00,1.573906999999999945e+00,1.573876737552001970e+00,3.026244799797517260e-05,1.574058184407709282e+00,-1.511844077093371652e-04,1.571571805926489374e+00,2.335194073510571400e-03
-1.842499999999999971e-01,1.573878000000000110e+00,1.573878000000000110e+00,1.573851777971343457e+00,2.622202865665279603e-05,1.574030304401896840e+00,-1.523044018967301128e-04,1.571544622780751466e+00,2.333377219248644607e-03
-1.839999999999999969e-01,1.573849000000000053e+00,1.573849000000000053e+00,1.573826847555997999e+00,2.215244400205484965e-05,1.574002447324269527e+00,-1.534473242694733841e-04,1.571517558600952880e+00,2.331441399047173846e-03
-1.837499999999999967e-01,1.573820999999999914e+00,1.573820999999999914e+00,1.573801946324947965e+00,1.905367505194988098e-05,1.573974613460016103e+00,-1.536134600161886965e-04,1.571490613000313674e+00,2.330386999686240301e-03
-1.834999999999999964e-01,1.573792000000000080e+00,1.573792000000000080e+00,1.573777074297150635e+00,1.492570284944427783e-05,1.573946803092413971e+00,-1.548030924138910081e-04,1.571463785592988494e+00,2.328214407011586218e-03
-1.832499999999999962e-01,1.573763999999999941e+00,1.573763999999999941e+00,1.573752231491536868e+00,1.176850846307253562e-05,1.573919016502834056e+00,-1.550165028341154994e-04,1.571437075994065902e+00,2.326924005934039030e-03
-1.829999999999999960e-01,1.573736000000000024e+00,1.573736000000000024e+00,1.573727417927012651e+00,8.582072987373123851e-06,1.573891253970749027e+00,-1.552539707490030452e-04,1.571410483819566162e+00,2.325516180433861990e-03
-1.827499999999999958e-01,1.573706999999999967e+00,1.573706999999999967e+00,1.573702633622457325e+00,4.366377542641686205e-06,1.573863515773737509e+00,-1.565157737375422187e-04,1.571384008686438349e+00,2.322991313561617588e-03
-1.824999999999999956e-01,1.573679000000000050e+00,1.573679000000000050e+00,1.573677878596725588e+00,1.121403274462196009e-06,1.573835802187491639e+00,-1.568021874915892511e-04,1.571357650212558577e+00,2.321349787441473467e-03
-1.822499999999999953e-01,1.573650999999999911e+00,1.573650999999999911e+00,1.573653152868645710e+00,-2.152868645799443925e-06,1.573808113485822169e+00,-1.571134858222578146e-04,1.571331408016727327e+00,2.319591983272584201e-03
-1.819999999999999951e-01,1.573622999999999994e+00,1.573622999999999994e+00,1.573628456457020652e+00,-5.456457020658334045e-06,1.573780449940666237e+00,-1.574499406662432932e-04,1.571305281718668123e+00,2.317718281331870855e-03
-1.817499999999999949e-01,1.573593999999999937e+00,1.573593999999999937e+00,1.573603789380627616e+00,-9.789380627678312408e-06,1.573752811822091591e+00,-1.588118220916534540e-04,1.571279270939023753e+00,2.314729060976183916e-03
-1.814999999999999947e-01,1.573566000000000020e+00,1.573566000000000020e+00,1.573579151658217601e+00,-1.315165821758057518e-05,1.573725199398303909e+00,-1.591993983038886284e-04,1.571253375299355159e+00,2.312624700644860809e-03
-1.812499999999999944e-01,1.573538000000000103e+00,1.573538000000000103e+00,1.573554543308516962e+00,-1.654330851685870130e-05,1.573697612935652801e+00,-1.596129356526976295e-04,1.571227594422139662e+00,2.310405577860441539e-03
-1.809999999999999942e-01,1.573509999999999964e+00,1.573509999999999964e+00,1.573529964350225629e+00,-1.996435022566522832e-05,1.573670052698638022e+00,-1.600526986380579331e-04,1.571201927930767406e+00,2.308072069232558476e-03
-1.807499999999999940e-01,1.573482000000000047e+00,1.573482000000000047e+00,1.573505414802017777e+00,-2.341480201772938585e-05,1.573642518949915026e+00,-1.605189499149783927e-04,1.571176375449539808e+00,2.305624550460239064e-03
-1.804999999999999938e-01,1.573455000000000048e+00,1.573455000000000048e+00,1.573480894682542486e+00,-2.589468254243776357e-05,1.573615011950301845e+00,-1.600119503017971567e-04,1.571150936603668224e+00,2.304063396331823554e-03
-1.802499999999999936e-01,1.573426999999999909e+00,1.573426999999999909e+00,1.573456404010422416e+00,-2.940401042250684327e-05,1.573587531958784425e+00,-1.605319587845155382e-04,1.571125611019269508e+00,2.301388980730401101e-03
-1.799999999999999933e-01,1.573398999999999992e+00,1.573398999999999992e+00,1.573431942804255135e+00,-3.294280425514273247e-05,1.573560079232523501e+00,-1.610792325235088640e-04,1.571100398323366898e+00,2.298601676633094115e-03
-1.797499999999999931e-01,1.573371000000000075e+00,1.573371000000000075e+00,1.573407511082612453e+00,-3.651108261237823172e-05,1.573532654026860378e+00,-1.616540268603028352e-04,1.571075298143885135e+00,2.295701856114940043e-03
-1.794999999999999929e-01,1.573344000000000076e+00,1.573344000000000076e+00,1.573383108864039981e+00,-3.910886403990510019e-05,1.573505256595322477e+00,-1.612565953224009974e-04,1.571050310109649129e+00,2.293689890350947280e-03
-1.792499999999999927e-01,1.573315999999999937e+00,1.573315999999999937e+00,1.573358736167058458e+00,-4.273616705852134601e-05,1.573477887189630664e+00,-1.618871896307272351e-04,1.571025433850383735e+00,2.290566149616202196e-03
-1.789999999999999925e-01,1.573288000000000020e+00,1.573288000000000020e+00,1.573334393010161980e+00,-4.639301016196029082e-05,1.573450546059703692e+00,-1.625460597036720856e-04,1.571000668996707539e+00,2.287331003292480958e-03
-1.787499999999999922e-01,1.573261000000000021e+00,1.573261000000000021e+00,1.573310079411819995e+00,-4.907941181997443891e-05,1.573423233453665748e+00,-1.622334536657277226e-04,1.570976015180135299e+00,2.284984819864721572e-03
-1.784999999999999920e-01,1.573233000000000104e+00,1.573233000000000104e+00,1.573285795390475528e+00,-5.279539047542414210e-05,1.573395949617852008e+00,-1.629496178519040939e-04,1.570951472033072172e+00,2.281527966927932027e-03
-1.782499999999999918e-01,1.573206000000000104e+00,1.573206000000000104e+00,1.573261540964546290e+00,-5.554096454618573375e-05,1.573368694796813738e+00,-1.626947968136338574e-04,1.570927039188814156e+00,2.278960811185948288e-03
-1.779999999999999916e-01,1.573179000000000105e+00,1.573179000000000105e+00,1.573237316152423793e+00,-5.831615242368748397e-05,1.573341469233326073e+00,-1.624692333259680765e-04,1.570902716281543876e+00,2.276283718456229010e-03
-1.777499999999999913e-01,1.573150999999999966e+00,1.573150999999999966e+00,1.573213120972474677e+00,-6.212097247471071171e-05,1.573314273168392674e+00,-1.632731683927080013e-04,1.570878502946330579e+00,2.272497053669386702e-03
-1.774999999999999911e-01,1.573123999999999967e+00,1.573123999999999967e+00,1.573188955443039161e+00,-6.495544303919409401e-05,1.573287106841252170e+00,-1.631068412522029831e-04,1.570854398819125475e+00,2.269601180874492030e-03
-1.772499999999999909e-01,1.573096999999999968e+00,1.573096999999999968e+00,1.573164819582431928e+00,-6.781958243196051228e-05,1.573259970489384374e+00,-1.629704893844063918e-04,1.570830403536762621e+00,2.266596463237346981e-03
-1.769999999999999907e-01,1.573069999999999968e+00,1.573069999999999968e+00,1.573140713408942570e+00,-7.071340894260202958e-05,1.573232864348515836e+00,-1.628643485158676185e-04,1.570806516736954261e+00,2.263483263045706906e-03
-1.767499999999999905e-01,1.573042999999999969e+00,1.573042999999999969e+00,1.573116636940834479e+00,-7.363694083450944561e-05,1.573205788652626502e+00,-1.627886526265331923e-04,1.570782738058290384e+00,2.260261941709584832e-03
-1.764999999999999902e-01,1.573015999999999970e+00,1.573015999999999970e+00,1.573092590196345064e+00,-7.659019634509434127e-05,1.573178743633955046e+00,-1.627436339550758504e-04,1.570759067140236054e+00,2.256932859763915999e-03
-1.762499999999999900e-01,1.572988999999999971e+00,1.572988999999999971e+00,1.573068573193686648e+00,-7.957319368667725712e-05,1.573151729523005082e+00,-1.627295230051117869e-04,1.570735503623129414e+00,2.253496376870556261e-03
-1.759999999999999898e-01,1.572961999999999971e+00,1.572961999999999971e+00,1.573044585951045571e+00,-8.258595104559951494e-05,1.573124746548551389e+00,-1.627465485514179022e-04,1.570712047148179469e+00,2.249952851820502531e-03
-1.757499999999999896e-01,1.572934999999999972e+00,1.572934999999999972e+00,1.573020628486582639e+00,-8.562848658266730695e-05,1.573097794937645011e+00,-1.627949376450388286e-04,1.570688697357463859e+00,2.246302642536113225e-03
-1.754999999999999893e-01,1.572907999999999973e+00,1.572907999999999973e+00,1.572996700818432680e+00,-8.870081843270760658e-05,1.573070874915620809e+00,-1.628749156208364468e-04,1.570665453893928198e+00,2.242546106071774403e-03
-1.752499999999999891e-01,1.572880999999999974e+00,1.572880999999999974e+00,1.572972802964705430e+00,-9.180296470545634691e-05,1.573043986706101682e+00,-1.629867061017087337e-04,1.570642316401381633e+00,2.238683598618340653e-03
-1.749999999999999889e-01,1.572854999999999892e+00,1.572854999999999892e+00,1.572948934943484200e+00,-9.393494348430841967e-05,1.573017130531005225e+00,-1.621305310053333670e-04,1.570619284524496839e+00,2.235715475503052829e-03
-1.747499999999999887e-01,1.572827999999999893e+00,1.572827999999999893e+00,1.572925096772826992e+00,-9.709677282709883173e-05,1.572990306610550393e+00,-1.623066105504999967e-04,1.570596357908808027e+00,2.231642091191865518e-03
-1.744999999999999885e-01,1.572802000000000033e+00,1.572802000000000033e+00,1.572901288470766490e+00,-9.928847076645652692e-05,1.572963515163261716e+00,-1.615151632616829147e-04,1.570573536200706943e+00,2.228463799293090020e-03
-1.742499999999999882e-01,1.572775000000000034e+00,1.572775000000000034e+00,1.572877510055308736e+00,-1.025100553087021638e-04,1.572936756405976855e+00,-1.617564059768206164e-04,1.570550819047443314e+00,2.224180952556720214e-03
-1.739999999999999880e-01,1.572748999999999953e+00,1.572748999999999953e+00,1.572853761544435125e+00,-1.047615444351723824e-04,1.572910030553851923e+00,-1.610305538519707369e-04,1.570528206097121071e+00,2.220793902878881454e-03
-1.737499999999999878e-01,1.572721999999999953e+00,1.572721999999999953e+00,1.572830042956100627e+00,-1.080429561006734929e-04,1.572883337820366600e+00,-1.613378203666471222e-04,1.570505696998697243e+00,2.216303001302710740e-03
-1.734999999999999876e-01,1.572696000000000094e+00,1.572696000000000094e+00,1.572806354308234900e+00,-1.103543082348057425e-04,1.572856678417331677e+00,-1.606784173315833897e-04,1.570483291401979731e+00,2.212708598020363127e-03
-1.732499999999999873e-01,1.572669000000000095e+00,1.572669000000000095e+00,1.572782695618741844e+00,-1.136956187417492714e-04,1.572830052554892832e+00,-1.610525548927377315e-04,1.570460988957625537e+00,2.208011042374558031e-03
-1.729999999999999871e-01,1.572643000000000013e+00,1.572643000000000013e+00,1.572759066905499603e+00,-1.160669054995899785e-04,1.572803460441538626e+00,-1.604604415386123861e-04,1.570438789317138095e+00,2.204210682861917903e-03
-1.727499999999999869e-01,1.572616999999999932e+00,1.572616999999999932e+00,1.572735468186360785e+00,-1.184681863608538777e-04,1.572776902284104716e+00,-1.599022841047847976e-04,1.570416692132866165e+00,2.200307867133766138e-03
-1.724999999999999867e-01,1.572591000000000072e+00,1.572591000000000072e+00,1.572711899479152020e+00,-1.208994791519479861e-04,1.572750378287780970e+00,-1.593782877808980203e-04,1.570394697058001832e+00,2.196302941998240499e-03
-1.722499999999999865e-01,1.572564999999999991e+00,1.572564999999999991e+00,1.572688360801674623e+00,-1.233608016746323699e-04,1.572723888656115898e+00,-1.588886561159075228e-04,1.570372803746577839e+00,2.192196253422151742e-03
-1.719999999999999862e-01,1.572538999999999909e+00,1.572538999999999909e+00,1.572664852171703709e+00,-1.258521717037996979e-04,1.572697433591023985e+00,-1.584335910240763923e-04,1.570351011853466261e+00,2.187988146533648148e-03
-1.717500000000000138e-01,1.572513000000000050e+00,1.572513000000000050e+00,1.572641373606989523e+00,-1.283736069894736431e-04,1.572671013292790132e+00,-1.580132927900823603e-04,1.570329321034376502e+00,2.183678965623547796e-03
-1.715000000000000135e-01,1.572486999999999968e+00,1.572486999999999968e+00,1.572617925125255889e+00,-1.309251252559207046e-04,1.572644627960076980e+00,-1.576279600770114087e-04,1.570307730945853519e+00,2.179269054146448781e-03
-1.712500000000000133e-01,1.572461000000000109e+00,1.572461000000000109e+00,1.572594506744201315e+00,-1.335067442012061179e-04,1.572618277789929131e+00,-1.572777899290223047e-04,1.570286241245274939e+00,2.174758754725170107e-03
-1.710000000000000131e-01,1.572435000000000027e+00,1.572435000000000027e+00,1.572571118481498331e+00,-1.361184814983040781e-04,1.572591962977780256e+00,-1.569629777802283854e-04,1.570264851590850164e+00,2.170148409149863511e-03
-1.707500000000000129e-01,1.572408999999999946e+00,1.572408999999999946e+00,1.572547760354794155e+00,-1.387603547942095616e-04,1.572565683717457752e+00,-1.566837174578061820e-04,1.570243561641618824e+00,2.165438358381122086e-03
-1.705000000000000127e-01,1.572384000000000004e+00,1.572384000000000004e+00,1.572524432381710024e+00,-1.404323817100205929e-04,1.572539440201189409e+00,-1.554402011894051583e-04,1.570222371057447441e+00,2.161628942552562549e-03
-1.702500000000000124e-01,1.572357999999999922e+00,1.572357999999999922e+00,1.572501134579841642e+00,-1.431345798417194004e-04,1.572513232619609180e+00,-1.552326196092579380e-04,1.570201279499028546e+00,2.156720500971376353e-03
-1.700000000000000122e-01,1.572332000000000063e+00,1.572332000000000063e+00,1.572477866966758953e+00,-1.458669667588896601e-04,1.572487061161762067e+00,-1.550611617620045735e-04,1.570180286627879118e+00,2.151713372120944712e-03
-1.697500000000000120e-01,1.572306999999999899e+00,1.572306999999999899e+00,1.572454629560006367e+00,-1.476295600064680968e-04,1.572460926015110783e+00,-1.539260151108834407e-04,1.570159392106337481e+00,2.147607893662417666e-03
-1.695000000000000118e-01,1.572281000000000040e+00,1.572281000000000040e+00,1.572431422377102317e+00,-1.504223771022772382e-04,1.572434827365541299e+00,-1.538273655412591978e-04,1.570138595597562636e+00,2.142404402437403377e-03
-1.692500000000000115e-01,1.572256000000000098e+00,1.572256000000000098e+00,1.572408245435539698e+00,-1.522454355395996828e-04,1.572408765397367958e+00,-1.527653973678599897e-04,1.570117896765531595e+00,2.138103234468502478e-03
-1.690000000000000113e-01,1.572230000000000016e+00,1.572230000000000016e+00,1.572385098752785870e+00,-1.550987527858538328e-04,1.572382740293340131e+00,-1.527402933401145191e-04,1.570097295275037830e+00,2.132704724962186660e-03
-1.687500000000000111e-01,1.572205000000000075e+00,1.572205000000000075e+00,1.572361982346282439e+00,-1.569823462823638494e-04,1.572356752234647548e+00,-1.517522346474731165e-04,1.570076790791689714e+00,2.128209208310360978e-03
-1.685000000000000109e-01,1.572179999999999911e+00,1.572179999999999911e+00,1.572338896233445249e+00,-1.588962334453380976e-04,1.572330801400925626e+00,-1.508014009257152566e-04,1.570056382981907861e+00,2.123617018092049946e-03
-1.682500000000000107e-01,1.572154999999999969e+00,1.572154999999999969e+00,1.572315840431664391e+00,-1.608404316644218568e-04,1.572304887970261689e+00,-1.498879702617195164e-04,1.570036071512924902e+00,2.118928487075066869e-03
-1.680000000000000104e-01,1.572129000000000110e+00,1.572129000000000110e+00,1.572292814958304419e+00,-1.638149583043091440e-04,1.572279012119200514e+00,-1.500121192004044701e-04,1.570015856052781711e+00,2.113143947218398822e-03
-1.677500000000000102e-01,1.572103999999999946e+00,1.572103999999999946e+00,1.572269819830704130e+00,-1.658198307041836017e-04,1.572253174022750111e+00,-1.491740227501647809e-04,1.569995736270326070e+00,2.108263729673875986e-03
-1.675000000000000100e-01,1.572079000000000004e+00,1.572079000000000004e+00,1.572246855066176563e+00,-1.678550661765587648e-04,1.572227373854387267e+00,-1.483738543872625826e-04,1.569975711835212451e+00,2.103288164787553427e-03
-1.672500000000000098e-01,1.572054000000000062e+00,1.572054000000000062e+00,1.572223920682009224e+00,-1.699206820091614389e-04,1.572201611786063102e+00,-1.476117860630399292e-04,1.569955782417898016e+00,2.098217582102046563e-03
-1.670000000000000095e-01,1.572028999999999899e+00,1.572028999999999899e+00,1.572201016695464082e+00,-1.720166954641833001e-04,1.572175887988209064e+00,-1.468879882091655986e-04,1.569935947689642175e+00,2.093052310357723655e-03
-1.667500000000000093e-01,1.572003999999999957e+00,1.572003999999999957e+00,1.572178143123776906e+00,-1.741431237769486273e-04,1.572150202629742033e+00,-1.462026297420759846e-04,1.569916207322504809e+00,2.087792677495148297e-03
-1.665000000000000091e-01,1.571979999999999933e+00,1.571979999999999933e+00,1.572155299984158372e+00,-1.752999841584390595e-04,1.572124555878070984e+00,-1.445558780710509694e-04,1.569896560989342937e+00,2.083439010656995549e-03
-1.662500000000000089e-01,1.571954999999999991e+00,1.571954999999999991e+00,1.572132487293792957e+00,-1.774872937929661276e-04,1.572098947899101207e+00,-1.439478991012155262e-04,1.569877008363810944e+00,2.077991636189047142e-03
-1.660000000000000087e-01,1.571930000000000049e+00,1.571930000000000049e+00,1.572109705069839825e+00,-1.797050698397750779e-04,1.572073378857241410e+00,-1.433788572413607909e-04,1.569857549120358131e+00,2.072450879641918320e-03
-1.657500000000000084e-01,1.571905000000000108e+00,1.571905000000000108e+00,1.572086953329432157e+00,-1.819533294320496708e-04,1.572047848915408164e+00,-1.428489154080558876e-04,1.569838182934226278e+00,2.066817065773829398e-03
-1.655000000000000082e-01,1.571881000000000084e+00,1.571881000000000084e+00,1.572064232089677605e+00,-1.832320896775208041e-04,1.572022358235032335e+00,-1.413582350322517556e-04,1.569818909481448310e+00,2.062090518551773499e-03
-1.652500000000000080e-01,1.571855999999999920e+00,1.571855999999999920e+00,1.572041541367658501e+00,-1.855413676585815352e-04,1.571996906976063979e+00,-1.409069760640591085e-04,1.569799728438846964e+00,2.056271561152955840e-03
-1.650000000000000078e-01,1.571831999999999896e+00,1.571831999999999896e+00,1.572018881180430760e+00,-1.868811804308645463e-04,1.571971495296978771e+00,-1.394952969788754160e-04,1.569780639484032347e+00,2.051360515967548537e-03
-1.647500000000000075e-01,1.571806999999999954e+00,1.571806999999999954e+00,1.571996251545024981e+00,-1.892515450250265019e-04,1.571946123354782454e+00,-1.391233547824999306e-04,1.569761642295400605e+00,2.045357704599348736e-03
-1.645000000000000073e-01,1.571782999999999930e+00,1.571782999999999930e+00,1.571973652478446226e+00,-1.906524784462959587e-04,1.571920791305017717e+00,-1.377913050177870247e-04,1.569742736552132367e+00,2.040263447867562974e-03
-1.642500000000000071e-01,1.571757999999999988e+00,1.571757999999999988e+00,1.571951083997673804e+00,-1.930839976738152330e-04,1.571895499301769084e+00,-1.374993017690950836e-04,1.569723921934190081e+00,2.034078065809907798e-03
-1.640000000000000069e-01,1.571733999999999964e+00,1.571733999999999964e+00,1.571928546119661263e+00,-1.945461196612985333e-04,1.571870247497668016e+00,-1.362474976680516647e-04,1.569705198122317347e+00,2.028801877682617771e-03
-1.637500000000000067e-01,1.571709999999999940e+00,1.571709999999999940e+00,1.571906038861336175e+00,-1.960388613362340493e-04,1.571845036043899801e+00,-1.350360438998610135e-04,1.569686564798036477e+00,2.023435201963463825e-03
-1.635000000000000064e-01,1.571685999999999916e+00,1.571685999999999916e+00,1.571883562239600796e+00,-1.975622396008791526e-04,1.571819865090207102e+00,-1.338650902071858440e-04,1.569668021643648048e+00,2.017978356351868285e-03
-1.632500000000000062e-01,1.571661999999999892e+00,1.571661999999999892e+00,1.571861116271331849e+00,-1.991162713319560851e-04,1.571794734784898173e+00,-1.327347848982807221e-04,1.569649568342226686e+00,2.012431657773205984e-03
-1.630000000000000060e-01,1.571636999999999951e+00,1.571636999999999951e+00,1.571838700973380076e+00,-2.017009733801256033e-04,1.571769645274849525e+00,-1.326452748495743350e-04,1.569631204577622619e+00,2.005795422377332216e-03
-1.627500000000000058e-01,1.571612999999999927e+00,1.571612999999999927e+00,1.571816316362570465e+00,-2.033163625705380895e-04,1.571744596705513475e+00,-1.315967055135480734e-04,1.569612930034456788e+00,2.000069965543138650e-03
-1.625000000000000056e-01,1.571588999999999903e+00,1.571588999999999903e+00,1.571793962455702465e+00,-2.049624557025619964e-04,1.571719589220923030e+00,-1.305892209231274137e-04,1.569594744398121744e+00,1.994255601878158757e-03
-1.622500000000000053e-01,1.571566000000000018e+00,1.571566000000000018e+00,1.571771639269549992e+00,-2.056392695499731360e-04,1.571694622963697219e+00,-1.286229636972002766e-04,1.569576647354777643e+00,1.989352645222375315e-03
-1.620000000000000051e-01,1.571541999999999994e+00,1.571541999999999994e+00,1.571749346820860982e+00,-2.073468208609874353e-04,1.571669698075046417e+00,-1.276980750464229430e-04,1.569558638591353139e+00,1.983361408646855395e-03
-1.617500000000000049e-01,1.571517999999999970e+00,1.571517999999999970e+00,1.571727085126357837e+00,-2.090851263578663577e-04,1.571644814694778791e+00,-1.268146947788206802e-04,1.569540717795541385e+00,1.977282204458585824e-03
-1.615000000000000047e-01,1.571493999999999946e+00,1.571493999999999946e+00,1.571704854202737422e+00,-2.108542027374760153e-04,1.571619972961304734e+00,-1.259729613047877450e-04,1.569522884655800032e+00,1.971115344199914077e-03
-1.612500000000000044e-01,1.571469999999999922e+00,1.571469999999999922e+00,1.571682654066670404e+00,-2.126540666704812566e-04,1.571595173011642421e+00,-1.251730116424987216e-04,1.569505138861348126e+00,1.964861138651796679e-03
-1.610000000000000042e-01,1.571447000000000038e+00,1.571447000000000038e+00,1.571660484734802354e+00,-2.134847348023161118e-04,1.571570414981424246e+00,-1.234149814242080367e-04,1.569487480102165877e+00,1.959519897834161029e-03
-1.607500000000000040e-01,1.571423000000000014e+00,1.571423000000000014e+00,1.571638346223753091e+00,-2.153462237530767709e-04,1.571545699004901042e+00,-1.226990049010279193e-04,1.569469908068992225e+00,1.953091931007788773e-03
-1.605000000000000038e-01,1.571399999999999908e+00,1.571399999999999908e+00,1.571616238550116229e+00,-2.162385501163210932e-04,1.571521025214948297e+00,-1.210252149483892481e-04,1.569452422453322615e+00,1.947577546677292659e-03
-1.602500000000000036e-01,1.571376000000000106e+00,1.571376000000000106e+00,1.571594161730460293e+00,-2.181617304601868312e-04,1.571496393743071485e+00,-1.203937430713786227e-04,1.569435022947409664e+00,1.940977052590442398e-03
-1.600000000000000033e-01,1.571353000000000000e+00,1.571353000000000000e+00,1.571572115781327605e+00,-2.191157813276056743e-04,1.571471804719411391e+00,-1.188047194113917016e-04,1.569417709244257386e+00,1.935290755742613555e-03
-1.597500000000000031e-01,1.571328999999999976e+00,1.571328999999999976e+00,1.571550100719235399e+00,-2.211007192354230710e-04,1.571447258272749004e+00,-1.182582727490277819e-04,1.569400481037624528e+00,1.928518962375447288e-03
-1.595000000000000029e-01,1.571306000000000092e+00,1.571306000000000092e+00,1.571528116560674704e+00,-2.221165606746122734e-04,1.571422754530512167e+00,-1.167545305120754051e-04,1.569383338022019458e+00,1.922661977980633097e-03
-1.592500000000000027e-01,1.571282999999999985e+00,1.571282999999999985e+00,1.571506163322111238e+00,-2.231633221112527821e-04,1.571398293618780029e+00,-1.152936187800435164e-04,1.569366279892699501e+00,1.916720107300484699e-03
-1.590000000000000024e-01,1.571258999999999961e+00,1.571258999999999961e+00,1.571484241019984518e+00,-2.252410199845567007e-04,1.571373875662288144e+00,-1.148756622881830225e-04,1.569349306345670048e+00,1.909693654329913670e-03
-1.587500000000000022e-01,1.571236000000000077e+00,1.571236000000000077e+00,1.571462349670709191e+00,-2.263496707091139371e-04,1.571349500784435360e+00,-1.135007844352831086e-04,1.569332417077681674e+00,1.903582922318403092e-03
-1.585000000000000020e-01,1.571212999999999971e+00,1.571212999999999971e+00,1.571440489290673259e+00,-2.274892906732883802e-04,1.571325169107287145e+00,-1.121691072871744410e-04,1.569315611786229470e+00,1.897388213770501153e-03
-1.582500000000000018e-01,1.571190000000000087e+00,1.571190000000000087e+00,1.571418659896239856e+00,-2.286598962397690116e-04,1.571300880751582918e+00,-1.108807515828313939e-04,1.569298890169551486e+00,1.891109830448600704e-03
-1.580000000000000016e-01,1.571166999999999980e+00,1.571166999999999980e+00,1.571396861503746134e+00,-2.298615037461537725e-04,1.571276635836740043e+00,-1.096358367400629419e-04,1.569282251926626737e+00,1.884748073373243571e-03
-1.577500000000000013e-01,1.571144000000000096e+00,1.571144000000000096e+00,1.571375094129503047e+00,-2.310941295029511622e-04,1.571252434480859828e+00,-1.084344808597315080e-04,1.569265696757173423e+00,1.878303242826673269e-03
-1.575000000000000011e-01,1.571120999999999990e+00,1.571120999999999990e+00,1.571353357789796901e+00,-2.323577897969109074e-04,1.571228276800732626e+00,-1.072768007326363460e-04,1.569249224361647821e+00,1.871775638352168869e-03
-1.572500000000000009e-01,1.571098000000000106e+00,1.571098000000000106e+00,1.571331652500887577e+00,-2.336525008874712483e-04,1.571204162911843172e+00,-1.061629118430662544e-04,1.569232834441242730e+00,1.865165558757375663e-03
