x_mm,wrapped_rad,unwrapped_rad,quadratic_fit_rad,quadratic_residual_rad,quartic_fit_rad,quartic_residual_rad
-3.414999999999999980e-02,-1.029598999999999931e+00,1.153677161435917320e+01,1.154096884364146014e+01,-4.197229282286940588e-03,1.153677154781682290e+01,6.654235029657229461e-08
-3.409999999999999837e-02,-1.008207000000000075e+00,1.155816361435917194e+01,1.156236223683897713e+01,-4.198622479805180774e-03,1.155816320786162521e+01,4.064975467343856508e-07
-3.404999999999999694e-02,-9.868466999999999656e-01,1.157952391435917328e+01,1.158372428438492463e+01,-4.200370025751354319e-03,1.157952366977665370e+01,2.445825195707129751e-07
-3.400000000000000244e-02,-9.655175000000000285e-01,1.160085311435917177e+01,1.160505498627930798e+01,-4.201871920136213134e-03,1.160085293292424957e+01,1.814349221973543536e-07
-3.395000000000000101e-02,-9.442194999999999894e-01,1.162215111435917336e+01,1.162635434252213429e+01,-4.203228162960925829e-03,1.162215099666769191e+01,1.176914814493557060e-07
-3.389999999999999958e-02,-9.229526999999999592e-01,1.164341791435917273e+01,1.164762235311339111e+01,-4.204438754218386975e-03,1.164341786037117821e+01,5.398799451938884886e-08
-3.384999999999999815e-02,-9.017171000000000491e-01,1.166465351435917164e+01,1.166885901805309089e+01,-4.205503693919254715e-03,1.166465352339986339e+01,-9.040691750783480529e-09
-3.379999999999999671e-02,-8.805127000000000370e-01,1.168585791435917187e+01,1.169006433734122119e+01,-4.206422982049318193e-03,1.168585798511981366e+01,-7.076064179045715719e-08
-3.375000000000000222e-02,-8.593395000000000339e-01,1.170703111435917165e+01,1.171123831097778911e+01,-4.207196618617459194e-03,1.170703124489805091e+01,-1.305388792616213323e-07
-3.370000000000000079e-02,-8.381973999999999814e-01,1.172817321435917215e+01,1.173238093896279821e+01,-4.207724603626061821e-03,1.172817330210253672e+01,-8.774336457406661793e-08
-3.364999999999999936e-02,-8.170865999999999962e-01,1.174928401435917280e+01,1.175349222129623783e+01,-4.208206937065028796e-03,1.174928415610214216e+01,-1.417429693617577868e-07
-3.359999999999999792e-02,-7.960070000000000201e-01,1.177036361435917300e+01,1.177457215797812040e+01,-4.208543618947402365e-03,1.177036380626670109e+01,-1.919075280909510184e-07
-3.355000000000000343e-02,-7.749586000000000530e-01,1.179141201435917274e+01,1.179562074900843527e+01,-4.208734649262524385e-03,1.179141225196696041e+01,-2.376077876675708467e-07
-3.350000000000000200e-02,-7.539413999999999838e-01,1.181242921435917204e+01,1.181663799438718598e+01,-4.208780028013947572e-03,1.181242949257462271e+01,-2.782154506775214031e-07
-3.345000000000000057e-02,-7.329554999999999820e-01,1.183341511435917326e+01,1.183762389411437965e+01,-4.208779755206393247e-03,1.183341552746232139e+01,-4.131031481335867284e-07
-3.339999999999999913e-02,-7.120007000000000419e-01,1.185436991435917164e+01,1.185857844819000206e+01,-4.208533830830418765e-03,1.185437035600360822e+01,-4.416444365773486425e-07
-3.334999999999999770e-02,-6.910770999999999997e-01,1.187529351435917313e+01,1.187950165661406743e+01,-4.208142254894298162e-03,1.187529397757299776e+01,-4.632138246307704321e-07
-3.330000000000000321e-02,-6.701846999999999666e-01,1.189618591435917239e+01,1.190039351938656509e+01,-4.207605027392702368e-03,1.189618639154591406e+01,-4.771867416764052905e-07
-3.325000000000000178e-02,-6.493236000000000008e-01,1.191704701435917180e+01,1.192125403650749860e+01,-4.207022148326799993e-03,1.191704759729873686e+01,-5.829395650636115533e-07
-3.320000000000000034e-02,-6.284935999999999856e-01,1.193787701435917192e+01,1.194208320797687506e+01,-4.206193617703135601e-03,1.193787759420877848e+01,-5.798496065523295329e-07
-3.314999999999999891e-02,-6.076949000000000378e-01,1.195867571435917220e+01,1.196288103379468026e+01,-4.205319435508059200e-03,1.195867638165427138e+01,-6.672950991770676410e-07
-3.309999999999999748e-02,-5.869273000000000406e-01,1.197944331435917320e+01,1.198364751396093197e+01,-4.204199601758773497e-03,1.197944395901440551e+01,-6.446552323069454360e-07
-3.305000000000000299e-02,-5.661909999999999998e-01,1.200017961435917258e+01,1.200438264847561065e+01,-4.203034116438075785e-03,1.200018032566928561e+01,-7.113101130329368971e-07
-3.300000000000000155e-02,-5.454858999999999680e-01,1.202088471435917327e+01,1.202508643733872873e+01,-4.201722979555455595e-03,1.202088548099996856e+01,-7.666407952910958556e-07
-3.295000000000000012e-02,-5.248119999999999452e-01,1.204155861435917174e+01,1.204575888055028621e+01,-4.200266191114465641e-03,1.204155942438844207e+01,-8.100292703261402494e-07
-3.289999999999999869e-02,-5.041693000000000424e-01,1.206220131435917153e+01,1.206639997811027598e+01,-4.198663751104447783e-03,1.206220215521762285e+01,-8.408584513119876647e-07
-3.284999999999999726e-02,-4.835578999999999850e-01,1.208281271435917326e+01,1.208700973001870871e+01,-4.197015659535452414e-03,1.208281367287137620e+01,-9.585122029420745093e-07
-3.280000000000000276e-02,-4.629775999999999891e-01,1.210339301435917214e+01,1.210758813627557196e+01,-4.195121916399813244e-03,1.210339397673448403e+01,-9.623753118859212918e-07
-3.275000000000000133e-02,-4.424286000000000052e-01,1.212394201435917296e+01,1.212813519688087283e+01,-4.193182521699867493e-03,1.212394306619268392e+01,-1.051833510956612372e-06
-3.269999999999999990e-02,-4.219107000000000274e-01,1.214445991435917271e+01,1.214865091183461487e+01,-4.190997475442159725e-03,1.214446094063264070e+01,-1.026273467985561183e-06
-3.264999999999999847e-02,-4.014241000000000059e-01,1.216494651435917262e+01,1.216913528113678922e+01,-4.188766777616592663e-03,1.216494759944195003e+01,-1.085082777407819776e-06
-3.259999999999999704e-02,-3.809686999999999935e-01,1.218540191435917208e+01,1.218958830478740296e+01,-4.186390428230879479e-03,1.218540304200915436e+01,-1.127649982279876895e-06
-3.255000000000000254e-02,-3.605444999999999900e-01,1.220582611435917286e+01,1.221000998278644900e+01,-4.183868427276138391e-03,1.220582726772371807e+01,-1.153364545203316993e-06
-3.250000000000000111e-02,-3.401515999999999984e-01,1.222621901435917202e+01,1.223040031513393266e+01,-4.181300774760643435e-03,1.222622027597605054e+01,-1.261616878522886509e-06
-3.244999999999999968e-02,-3.197898000000000129e-01,1.224658081435917190e+01,1.225075930182985928e+01,-4.178487470687386462e-03,1.224658206615750089e+01,-1.251798328993913856e-06
-3.239999999999999825e-02,-2.994592999999999838e-01,1.226691131435917193e+01,1.227108694287421642e+01,-4.175628515044493838e-03,1.226691263766034012e+01,-1.323301168199009226e-06
-3.234999999999999681e-02,-2.791600000000000192e-01,1.228721061435917328e+01,1.229138323826701296e+01,-4.172623907839678736e-03,1.228721198987779140e+01,-1.375518618118576342e-06
-3.230000000000000232e-02,-2.588919000000000081e-01,1.230747871435917240e+01,1.231164818800824357e+01,-4.169473649071164800e-03,1.230748012220399090e+01,-1.407844818501757800e-06
-3.225000000000000089e-02,-2.386550000000000060e-01,1.232771561435917285e+01,1.233188179209791002e+01,-4.166177738737175673e-03,1.232771703403403585e+01,-1.419674863001318954e-06
-3.219999999999999946e-02,-2.184493999999999880e-01,1.234792121435917167e+01,1.235208405053601766e+01,-4.162836176845985392e-03,1.234792272476395070e+01,-1.510404779025975586e-06
-3.214999999999999802e-02,-1.982749000000000039e-01,1.236809571435917299e+01,1.237225496332255759e+01,-4.159248963384598596e-03,1.236809719379067829e+01,-1.479431505302386540e-06
-3.209999999999999659e-02,-1.781317000000000039e-01,1.238823891435917268e+01,1.239239453045754047e+01,-4.155616098367787004e-03,1.238824044051212603e+01,-1.526152953346127106e-06
-3.205000000000000210e-02,-1.580197999999999880e-01,1.240835081435917253e+01,1.241250275194095387e+01,-4.151937581781339759e-03,1.240835246432711081e+01,-1.649967938277541180e-06
-3.200000000000000067e-02,-1.379390000000000061e-01,1.242843161435917310e+01,1.243257962777280312e+01,-4.148013413630025070e-03,1.242843326463540343e+01,-1.650276230336089611e-06
-3.194999999999999923e-02,-1.178894999999999943e-01,1.244848111435917204e+01,1.245262515795309533e+01,-4.144043593923285584e-03,1.244848284083770551e+01,-1.726478533470299226e-06
-3.189999999999999780e-02,-9.787115999999999871e-02,1.246849945435917206e+01,1.247263934248181805e+01,-4.139888122645984936e-03,1.246850119233564769e+01,-1.737976475624236627e-06
-3.185000000000000331e-02,-7.788406999999999969e-02,1.248848654435917283e+01,1.249262218135897839e+01,-4.135636999805569758e-03,1.248848831853180030e+01,-1.774172627477810238e-06
-3.180000000000000188e-02,-5.792821000000000081e-02,1.250844240435917243e+01,1.251257367458457992e+01,-4.131270225407490670e-03,1.250844421882967694e+01,-1.814470504513110427e-06
-3.175000000000000044e-02,-3.800358000000000208e-02,1.252836703435917265e+01,1.253249382215861196e+01,-4.126787799439313176e-03,1.252836889263371489e+01,-1.858274542243520955e-06
-3.169999999999999901e-02,-1.811018000000000003e-02,1.254826043435917171e+01,1.255238262408108696e+01,-4.122189721915248128e-03,1.254826233934929647e+01,-1.904990124756977821e-06
-3.164999999999999758e-02,1.752003000000000024e-03,1.256812261735917247e+01,1.257224008035199248e+01,-4.117462992820009049e-03,1.256812455838272591e+01,-1.941023553442278171e-06
-3.160000000000000309e-02,2.158295000000000005e-02,1.258795356435917334e+01,1.259206619097133562e+01,-4.112626612162273432e-03,1.258795554914126136e+01,-1.984782088015890622e-06
-3.155000000000000165e-02,4.138267000000000334e-02,1.260775328435917331e+01,1.261186095593912171e+01,-4.107671579948402041e-03,1.260775531103309177e+01,-2.026673918464894086e-06
-3.150000000000000022e-02,6.115116999999999775e-02,1.262752178435917294e+01,1.263162437525533655e+01,-4.102590896163604839e-03,1.262752384346732626e+01,-2.059108153318334189e-06
-3.144999999999999879e-02,8.088842999999999728e-02,1.264725904435917236e+01,1.265135644891999434e+01,-4.097404560821971131e-03,1.264726114585403494e+01,-2.101494862571939848e-06
-3.139999999999999736e-02,1.005945000000000034e-01,1.266696511435917216e+01,1.267105717693308442e+01,-4.092062573912258472e-03,1.266696721760419564e+01,-2.103245023477029463e-06
-3.135000000000000286e-02,1.202692999999999957e-01,1.268663991435917282e+01,1.269072655929461035e+01,-4.086644935437533377e-03,1.268664205812974366e+01,-2.143770570839365064e-06
-3.130000000000000143e-02,1.399128000000000038e-01,1.270628341435917186e+01,1.271036459600457746e+01,-4.081181645405607128e-03,1.270628566684354865e+01,-2.252484376796815013e-06
-3.125000000000000000e-02,1.595252000000000059e-01,1.272589581435917161e+01,1.272997128706298042e+01,-4.075472703808813435e-03,1.272589804315939865e+01,-2.228800227044303028e-06
-3.119999999999999857e-02,1.791062999999999961e-01,1.274547691435917329e+01,1.274954663246981745e+01,-4.069718110644160447e-03,1.274547918649203737e+01,-2.272132864078457715e-06
-3.115000000000000061e-02,1.986561000000000021e-01,1.276502671435917335e+01,1.276909063222509033e+01,-4.063917865916977235e-03,1.276502909625712867e+01,-2.381897955316958360e-06
-3.109999999999999917e-02,2.181748000000000021e-01,1.278454541435917236e+01,1.278860328632880439e+01,-4.057871969632032005e-03,1.278454777187128499e+01,-2.357512112638460167e-06
-3.105000000000000121e-02,2.376621999999999901e-01,1.280403281435917329e+01,1.280808459478095074e+01,-4.051780421777451124e-03,1.280403521275204248e+01,-2.398392869196186439e-06
-3.099999999999999978e-02,2.571184000000000247e-01,1.282348901435917199e+01,1.282753455758153649e+01,-4.045543222364500480e-03,1.282349141831788408e+01,-2.403958712093867689e-06
-3.094999999999999835e-02,2.765432999999999919e-01,1.284291391435917262e+01,1.284695317473055809e+01,-4.039260371385466897e-03,1.284291638798822177e+01,-2.473629049148939885e-06
-3.090000000000000038e-02,2.959370000000000056e-01,1.286230761435917280e+01,1.286634044622801554e+01,-4.032831868842734480e-03,1.286231012118340189e+01,-2.506824229087101230e-06
-3.084999999999999895e-02,3.152994000000000074e-01,1.288167001435917314e+01,1.288569637207391061e+01,-4.026357714737471838e-03,1.288167261732471225e+01,-2.602965539111323778e-06
-3.080000000000000099e-02,3.346307000000000031e-01,1.290100131435917241e+01,1.290502095226824153e+01,-4.019637909069118109e-03,1.290100387583436969e+01,-2.561475197282447880e-06
-3.074999999999999956e-02,3.539305999999999841e-01,1.292030121435917245e+01,1.292431418681100830e+01,-4.012972451835850052e-03,1.292030389613553609e+01,-2.681776363644416961e-06
-3.070000000000000159e-02,3.731994000000000145e-01,1.293957001435917320e+01,1.294357607570221269e+01,-4.006061343039490907e-03,1.293957267765229879e+01,-2.663293125593213517e-06
-3.065000000000000016e-02,3.924368999999999774e-01,1.295880751435917233e+01,1.296280661894185471e+01,-3.999104582682377895e-03,1.295881021980968661e+01,-2.705450514284279961e-06
-3.059999999999999873e-02,4.116431999999999869e-01,1.297801381435917278e+01,1.298200581652993435e+01,-3.992002170761566049e-03,1.297801652203366274e+01,-2.707674489954570163e-06
-3.055000000000000077e-02,4.308181999999999845e-01,1.299718881435917162e+01,1.300117366846644629e+01,-3.984854107274671264e-03,1.299719158375112471e+01,-2.769391953094668679e-06
-3.049999999999999933e-02,4.499619999999999731e-01,1.301633261435917177e+01,1.302031017475139762e+01,-3.977560392225854002e-03,1.301633540438990622e+01,-2.790030734445281269e-06
-3.045000000000000137e-02,4.690745000000000053e-01,1.303544511435917208e+01,1.303941533538478481e+01,-3.970221025612730159e-03,1.303544798337878063e+01,-2.869019608553458056e-06
-3.039999999999999994e-02,4.881557999999999731e-01,1.305452641435917194e+01,1.305848915036660962e+01,-3.962736007437683838e-03,1.305452932014745215e+01,-2.905788280216370367e-06
-3.034999999999999851e-02,5.072058999999999873e-01,1.307357651435917312e+01,1.307753161969687028e+01,-3.955105337697162327e-03,1.307357941412656288e+01,-2.899767389763496794e-06
-3.030000000000000054e-02,5.262246999999999897e-01,1.309259531435917268e+01,1.309654274337556856e+01,-3.947429016395886947e-03,1.309259826474768751e+01,-2.950388514832980036e-06
-3.024999999999999911e-02,5.452122999999999831e-01,1.311158291435917178e+01,1.311552252140270269e+01,-3.939607043530912733e-03,1.311158587144334220e+01,-2.957084170418511349e-06
-3.020000000000000115e-02,5.641686000000000201e-01,1.313053921435917282e+01,1.313447095377827267e+01,-3.931739419099855581e-03,1.313054223364697393e+01,-3.019287801109271641e-06
-3.014999999999999972e-02,5.830937000000000481e-01,1.314946431435917162e+01,1.315338804050228028e+01,-3.923726143108652309e-03,1.314946735079296758e+01,-3.036433795955417736e-06
-3.009999999999999828e-02,6.019875000000000087e-01,1.316835811435917236e+01,1.317227378157472550e+01,-3.915667215553142455e-03,1.316836122231664241e+01,-3.107957470049882431e-06
-3.005000000000000032e-02,6.208500999999999603e-01,1.318722071435917265e+01,1.319112817699560480e+01,-3.907462636432157410e-03,1.318722384765425204e+01,-3.133295079393860760e-06
-2.999999999999999889e-02,6.396815000000000140e-01,1.320605211435917248e+01,1.320995122676492528e+01,-3.899112405752802601e-03,1.320605522624299155e+01,-3.111883819073568702e-06
-2.995000000000000093e-02,6.584816000000000003e-01,1.322485221435917246e+01,1.322874293088267628e+01,-3.890716523503812141e-03,1.322485535752098507e+01,-3.143161812602102145e-06
-2.989999999999999949e-02,6.772504000000000302e-01,1.324362101435917261e+01,1.324750328934886845e+01,-3.882274989695844170e-03,1.324362424092729640e+01,-3.226568123793072118e-06
-2.985000000000000153e-02,6.959880000000000511e-01,1.326235861435917229e+01,1.326623230216349469e+01,-3.873687804322401007e-03,1.326236187590192372e+01,-3.261542751431534271e-06
-2.980000000000000010e-02,7.146943999999999519e-01,1.328106501435917153e+01,1.328492996932655856e+01,-3.864954967387035367e-03,1.328106826188580136e+01,-3.247526629834851519e-06
-2.974999999999999867e-02,7.333695000000000075e-01,1.329974011435917269e+01,1.330359629083806006e+01,-3.856176478887363146e-03,1.329974339832079977e+01,-3.283961627076337209e-06
-2.970000000000000070e-02,7.520132999999999956e-01,1.331838391435917224e+01,1.332223126669799740e+01,-3.847352338825160700e-03,1.331838728464971666e+01,-3.370290544424392465e-06
-2.964999999999999927e-02,7.706258999999999748e-01,1.333699651435917310e+01,1.334083489690637236e+01,-3.838382547199259420e-03,1.333699992031630543e+01,-3.405957132329717751e-06
-2.960000000000000131e-02,7.892072999999999450e-01,1.335557791435917174e+01,1.335940718146318140e+01,-3.829267104009659306e-03,1.335558130476523431e+01,-3.390406062564466083e-06
-2.954999999999999988e-02,8.077573999999999588e-01,1.337412801435917231e+01,1.337794812036842984e+01,-3.820106009257528967e-03,1.337413143744211652e+01,-3.423082944209454581e-06
-2.949999999999999845e-02,8.262762000000000162e-01,1.339264681435917304e+01,1.339645771362211235e+01,-3.810899262939315690e-03,1.339265031779350323e+01,-3.503434330198729185e-06
-2.945000000000000048e-02,8.447637999999999536e-01,1.341113441435917153e+01,1.341493596122423426e+01,-3.801546865062732650e-03,1.341113794526687464e+01,-3.530907703108709939e-06
-2.939999999999999905e-02,8.632201999999999931e-01,1.342959081435917312e+01,1.343338286317479202e+01,-3.792048815618898061e-03,1.342959431931065239e+01,-3.504951479271767312e-06
-2.935000000000000109e-02,8.816452999999999651e-01,1.344801591435917310e+01,1.345179841947378208e+01,-3.782505114608980534e-03,1.344801943937419075e+01,-3.525015017658006400e-06
-2.929999999999999966e-02,9.000390999999999808e-01,1.346640971435917322e+01,1.347018263012121508e+01,-3.772915762041861854e-03,1.346641330490778010e+01,-3.590548606879906401e-06
-2.925000000000000169e-02,9.184016999999999875e-01,1.348477231435917290e+01,1.348853549511708039e+01,-3.763180757907491625e-03,1.348477591536264697e+01,-3.601003474074104815e-06
-2.920000000000000026e-02,9.367330000000000378e-01,1.350310361435917272e+01,1.350685701446138509e+01,-3.753400102212367528e-03,1.350310727019095580e+01,-3.655831783078156150e-06
-2.914999999999999883e-02,9.550330999999999682e-01,1.352140371435917210e+01,1.352514718815412564e+01,-3.743473794953544598e-03,1.352140736884580008e+01,-3.654486627979736113e-06
-2.910000000000000087e-02,9.733019000000000531e-01,1.353967251435917163e+01,1.354340601619530204e+01,-3.733501836130415086e-03,1.353967621078121475e+01,-3.696422043120151102e-06
-2.904999999999999943e-02,9.915393999999999597e-01,1.355791001435917309e+01,1.356163349858491785e+01,-3.723484225744755349e-03,1.355791379545216913e+01,-3.781092996035795295e-06
-2.900000000000000147e-02,1.009746000000000032e+00,1.357611661435917227e+01,1.357982963532296594e+01,-3.713020963793667306e-03,1.357612012231457044e+01,-3.507955398163176142e-06
-2.895000000000000004e-02,1.027921000000000085e+00,1.359429161435917166e+01,1.359799442640945344e+01,-3.702812050281778511e-03,1.359429519082525673e+01,-3.576466085064566869e-06
-2.889999999999999861e-02,1.046065000000000023e+00,1.361243561435917293e+01,1.361612787184437678e+01,-3.692257485203853662e-03,1.361243900044200217e+01,-3.386082829237579972e-06
-2.885000000000000064e-02,1.064176999999999929e+00,1.363054761435917328e+01,1.363422997162773598e+01,-3.682357268562697072e-03,1.363055155062352242e+01,-3.936264349135853990e-06
-2.879999999999999921e-02,1.082257999999999942e+00,1.364862861435917196e+01,1.365230072575953457e+01,-3.672111400362609857e-03,1.364863284082946393e+01,-4.226470291968098536e-06
-2.875000000000000125e-02,1.100308000000000064e+00,1.366667861435917253e+01,1.367034013423976724e+01,-3.661519880594710230e-03,1.366668287052040576e+01,-4.256161233229249774e-06
-2.869999999999999982e-02,1.118327000000000071e+00,1.368469761435917320e+01,1.368834819706843753e+01,-3.650582709264327264e-03,1.368470163915787197e+01,-4.024798698765152949e-06
-2.864999999999999838e-02,1.136314999999999964e+00,1.370268561435917221e+01,1.370632491424554544e+01,-3.639299886373237314e-03,1.370268914620431744e+01,-3.531845145232637151e-06
-2.860000000000000042e-02,1.154271000000000047e+00,1.372064161435917207e+01,1.372427028577108743e+01,-3.628671411915362910e-03,1.372064539112312787e+01,-3.776763955798401184e-06
-2.854999999999999899e-02,1.172196000000000016e+00,1.373856661435917204e+01,1.374218431164506882e+01,-3.617697285896781523e-03,1.373857037337863218e+01,-3.759019460147783320e-06
-2.850000000000000103e-02,1.190088999999999952e+00,1.375645961435917286e+01,1.376006699186748250e+01,-3.607377508309639325e-03,1.375646409243609014e+01,-4.478076917280304770e-06
-2.844999999999999959e-02,1.207951999999999915e+00,1.377432261435917304e+01,1.377791832643833736e+01,-3.595712079164314900e-03,1.377432654776170118e+01,-3.933402528133456144e-06
-2.840000000000000163e-02,1.225783000000000067e+00,1.379215361435917231e+01,1.379573831535762807e+01,-3.584700998455758736e-03,1.379215773882259555e+01,-4.124463423238466930e-06
-2.835000000000000020e-02,1.243583000000000105e+00,1.380995361435917346e+01,1.381352695862535285e+01,-3.573344266179390161e-03,1.380995766508684497e+01,-4.050727671511822336e-06
-2.829999999999999877e-02,1.261352000000000029e+00,1.382772261435917294e+01,1.383128425624151703e+01,-3.561641882344090959e-03,1.382772632602345197e+01,-3.711664279038018321e-06
-2.825000000000000080e-02,1.279088999999999920e+00,1.384545961435917150e+01,1.384901020820611706e+01,-3.550593846945560017e-03,1.384546372110235168e+01,-4.106743180187777398e-06
-2.819999999999999937e-02,1.296794999999999920e+00,1.386316561435917194e+01,1.386670481451915293e+01,-3.539200159980993021e-03,1.386316984979442957e+01,-4.235435257626818384e-06
-2.815000000000000141e-02,1.314470000000000027e+00,1.388084061435917249e+01,1.388436807518062643e+01,-3.527460821453942685e-03,1.388084471157148947e+01,-4.097212316978016133e-06
-2.809999999999999998e-02,1.332113000000000103e+00,1.389848361435917212e+01,1.390199999019053578e+01,-3.516375831363660609e-03,1.389848830590628204e+01,-4.691547109914040448e-06
-2.804999999999999855e-02,1.349725999999999981e+00,1.391609661435917289e+01,1.391960055954888276e+01,-3.503945189709867236e-03,1.391610063227248872e+01,-4.017913315834675814e-06
-2.800000000000000058e-02,1.367307000000000050e+00,1.393367761435917274e+01,1.393716978325566558e+01,-3.492168896492842123e-03,1.393368169014472535e+01,-4.075785552615229790e-06
-2.794999999999999915e-02,1.384857000000000005e+00,1.395122761435917269e+01,1.395470766131088425e+01,-3.480046951711557313e-03,1.395123147899855098e+01,-3.864639378292622496e-06
-2.790000000000000119e-02,1.402374999999999927e+00,1.396874561435917173e+01,1.397221419371454232e+01,-3.468579355370593476e-03,1.396874999831044839e+01,-4.383951276665243313e-06
-2.784999999999999976e-02,1.419861999999999957e+00,1.398623261435917264e+01,1.398968938046663446e+01,-3.456766107461817228e-03,1.398623724755784892e+01,-4.633198676273764249e-06
-2.779999999999999832e-02,1.437318000000000096e+00,1.400368861435917189e+01,1.400713322156716600e+01,-3.444607207994110354e-03,1.400369322621911294e+01,-4.611859941050511225e-06
-2.775000000000000036e-02,1.454742999999999897e+00,1.402111361435917303e+01,1.402454571701612984e+01,-3.432102656956814712e-03,1.402111793377353344e+01,-4.319414360409723486e-06
-2.769999999999999893e-02,1.472135999999999889e+00,1.403850661435917146e+01,1.404192686681353308e+01,-3.420252454361616401e-03,1.403851136970134661e+01,-4.755342175144505745e-06
-2.765000000000000097e-02,1.489498999999999906e+00,1.405586961435917281e+01,1.405927667095937394e+01,-3.407056600201130436e-03,1.405587353348371771e+01,-3.919124544893293205e-06
-2.759999999999999953e-02,1.506828999999999974e+00,1.407319961435917222e+01,1.407659512945365066e+01,-3.395515094478440687e-03,1.407320442460275345e+01,-4.810243581232498400e-06
-2.755000000000000157e-02,1.524129000000000067e+00,1.409049961435917275e+01,1.409388224229636144e+01,-3.382627937188686928e-03,1.409050404254148958e+01,-4.428182316829065712e-06
-2.750000000000000014e-02,1.541396999999999906e+00,1.410776761435917237e+01,1.411113800948751162e+01,-3.370395128339254143e-03,1.410777238678390333e+01,-4.772424730958846339e-06
-2.744999999999999871e-02,1.558634000000000075e+00,1.412500461435917209e+01,1.412836243102709766e+01,-3.357816667925561660e-03,1.412500945681490627e+01,-4.842455734177519844e-06
-2.740000000000000074e-02,1.575839999999999907e+00,1.414221061435917193e+01,1.414555550691511954e+01,-3.344892555947609480e-03,1.414221525212034258e+01,-4.637761170656062859e-06
-2.734999999999999931e-02,1.593015000000000070e+00,1.415938561435917187e+01,1.416271723715157904e+01,-3.331622792407173961e-03,1.415938977218699613e+01,-4.157827824258220062e-06
-2.730000000000000135e-02,1.610157999999999978e+00,1.417652861435917266e+01,1.417984762173647439e+01,-3.319007377301730344e-03,1.417653301650258157e+01,-4.402143408910319522e-06
-2.724999999999999992e-02,1.627269999999999994e+00,1.419364061435917179e+01,1.419694666066980915e+01,-3.306046310637356100e-03,1.419364498455575685e+01,-4.370196585057328775e-06
-2.719999999999999848e-02,1.644349999999999978e+00,1.421072061435917178e+01,1.421401435395157797e+01,-3.293739592406197403e-03,1.421072567583611068e+01,-5.061476938905684619e-06
-2.715000000000000052e-02,1.661399999999999988e+00,1.422777061435917290e+01,1.423105070158178265e+01,-3.280087222609751052e-03,1.422777508983416439e+01,-4.475474991494365895e-06
-2.709999999999999909e-02,1.678417999999999966e+00,1.424478861435917310e+01,1.424805570356042494e+01,-3.267089201251849317e-03,1.424479322604138076e+01,-4.611682207666945033e-06
-2.705000000000000113e-02,1.695405000000000051e+00,1.426177561435917340e+01,1.426502935988750487e+01,-3.253745528331464243e-03,1.426178008395015340e+01,-4.469590979994109148e-06
-2.699999999999999969e-02,1.712360000000000104e+00,1.427873061435917279e+01,1.428197167056302064e+01,-3.241056203847847428e-03,1.427873566305381914e+01,-5.048694646347939852e-06
-2.695000000000000173e-02,1.729284999999999961e+00,1.429565561435917331e+01,1.429888263558697403e+01,-3.227021227800719316e-03,1.429565996284664209e+01,-4.348487468774919762e-06
-2.690000000000000030e-02,1.746178000000000008e+00,1.431254861435917292e+01,1.431576225495936328e+01,-3.213640600190359464e-03,1.431255298282382427e+01,-4.368464651349768246e-06
-2.684999999999999887e-02,1.763039000000000023e+00,1.432940961435917160e+01,1.433261052868018837e+01,-3.200914321016767872e-03,1.432941472248150916e+01,-5.108122337560416781e-06
-2.680000000000000090e-02,1.779870000000000063e+00,1.434624061435917319e+01,1.434942745674945108e+01,-3.186842390277888626e-03,1.434624518131676396e+01,-4.566957590768083719e-06
-2.674999999999999947e-02,1.796669000000000072e+00,1.436303961435917209e+01,1.436621303916714965e+01,-3.173424807977553996e-03,1.436304435882760622e+01,-4.744468434125792555e-06
-2.670000000000000151e-02,1.813436999999999966e+00,1.437980761435917287e+01,1.438296727593328583e+01,-3.159661574112959670e-03,1.437981225451297718e+01,-4.640153804302826757e-06
-2.665000000000000008e-02,1.830173000000000050e+00,1.439654361435917274e+01,1.439969016704785787e+01,-3.146552688685133603e-03,1.439654886787276133e+01,-5.253513588598934803e-06
-2.659999999999999865e-02,1.846878999999999937e+00,1.441324961435917196e+01,1.441638171251086753e+01,-3.132098151695572597e-03,1.441325419840777400e+01,-4.584048602040979858e-06
-2.655000000000000068e-02,1.863553000000000015e+00,1.442992361435917203e+01,1.443304191232231304e+01,-3.118297963141003493e-03,1.442992824561976839e+01,-4.631260596354991321e-06
-2.649999999999999925e-02,1.880195999999999978e+00,1.444656661435917222e+01,1.444967076648219617e+01,-3.104152123023951049e-03,1.444657100901143565e+01,-4.394652263428611150e-06
-2.645000000000000129e-02,1.896806999999999910e+00,1.446317761435917149e+01,1.446626827499051338e+01,-3.090660631341890507e-03,1.446318248808639595e+01,-4.873727224463664243e-06
-2.639999999999999986e-02,1.913386999999999949e+00,1.447975761435917263e+01,1.448283443784726998e+01,-3.076823488097346626e-03,1.447976268234921093e+01,-5.067990038298830768e-06
-2.634999999999999842e-02,1.929936000000000096e+00,1.449630661435917212e+01,1.449936925505246066e+01,-3.062640693288543048e-03,1.449631159130537839e+01,-4.976946206269872164e-06
-2.630000000000000046e-02,1.946453999999999906e+00,1.451282461435917170e+01,1.451587272660609074e+01,-3.048112246919032486e-03,1.451282921446132512e+01,-4.600102153418106354e-06
-2.624999999999999903e-02,1.962939999999999907e+00,1.452931061435917215e+01,1.453234485250815666e+01,-3.034238148984513828e-03,1.452931555132442121e+01,-4.936965249058289373e-06
