x_mm,unwrapped_rad,sphere_fit_rad,sphere_residual_rad
-2.630000000000000046e-02,1.451282461435917170e+01,1.451589750910026488e+01,-3.072894741093179505e-03
-2.624999999999999903e-02,1.452931061435917215e+01,1.453236946329523782e+01,-3.058848936065672319e-03
-2.620000000000000107e-02,1.454576561435917270e+01,1.454881007133388238e+01,-3.044456974709675023e-03
-2.614999999999999963e-02,1.456218961435917336e+01,1.456521933321619855e+01,-3.029718857025187617e-03
-2.610000000000000167e-02,1.457858161435917310e+01,1.458159724899460485e+01,-3.015634635431752031e-03
-2.605000000000000024e-02,1.459494261435917295e+01,1.459794381856426071e+01,-3.001204205087759647e-03
-2.599999999999999881e-02,1.461127261435917291e+01,1.461425904203000670e+01,-2.986427670833791126e-03
-2.595000000000000084e-02,1.462757161435917297e+01,1.463054291939184637e+01,-2.971305032673399182e-03
-2.589999999999999941e-02,1.464383861435917211e+01,1.464679545059735410e+01,-2.956836238181992371e-03
-2.585000000000000145e-02,1.466007461435917136e+01,1.466301663569895375e+01,-2.942021339782385780e-03
-2.580000000000000002e-02,1.467627961435917250e+01,1.467920647469664353e+01,-2.926860337471026696e-03
-2.574999999999999858e-02,1.469245261435917271e+01,1.469536496759042521e+01,-2.912353231252495789e-03
-2.570000000000000062e-02,1.470859561435917229e+01,1.471149211432787318e+01,-2.896499968700894101e-03
-2.564999999999999919e-02,1.472470561435917347e+01,1.472758791501383513e+01,-2.882300654661662520e-03
-2.560000000000000123e-02,1.474078561435917223e+01,1.474365236959588898e+01,-2.866755236716755917e-03
-2.554999999999999979e-02,1.475683361435917185e+01,1.475968547812645149e+01,-2.851863767279638751e-03
-2.549999999999999836e-02,1.477285061435917157e+01,1.477568724055310589e+01,-2.836626193934321805e-03
-2.545000000000000040e-02,1.478883661435917318e+01,1.479165765692827250e+01,-2.821042569099319053e-03
-2.539999999999999897e-02,1.480479061435917210e+01,1.480759672719952746e+01,-2.806112840355368121e-03
-2.535000000000000100e-02,1.482071361435917289e+01,1.482350445136687433e+01,-2.790837007701441053e-03
-2.529999999999999957e-02,1.483660561435917202e+01,1.483938082953515192e+01,-2.775215175979894866e-03
-2.525000000000000161e-02,1.485246661435917304e+01,1.485522586165194170e+01,-2.759247292768662874e-03
-2.520000000000000018e-02,1.486829561435917313e+01,1.487103954766481984e+01,-2.743933305646706344e-03
-2.514999999999999875e-02,1.488409361435917333e+01,1.488682188767863046e+01,-2.728273319457130697e-03
-2.510000000000000078e-02,1.489985961435917261e+01,1.490257288164095151e+01,-2.713267281778897200e-03
-2.504999999999999935e-02,1.491559561435917303e+01,1.491829252955178298e+01,-2.696915192609949941e-03
-2.500000000000000139e-02,1.493129961435917252e+01,1.493398083146354693e+01,-2.681217104374411520e-03
-2.494999999999999996e-02,1.494697261435917213e+01,1.494963778727139925e+01,-2.665172912227120605e-03
-2.489999999999999852e-02,1.496261361435917259e+01,1.496526339713260434e+01,-2.649782773431752503e-03
-2.485000000000000056e-02,1.497822361435917315e+01,1.498085766094231630e+01,-2.634046583143145881e-03
-2.479999999999999913e-02,1.499380261435917205e+01,1.499642057880538104e+01,-2.617964446208986828e-03
-2.475000000000000117e-02,1.500934961435917181e+01,1.501195215056453769e+01,-2.602536205365879596e-03
-2.469999999999999973e-02,1.502486661435917270e+01,1.502745237642946563e+01,-2.585762070292929593e-03
-2.464999999999999830e-02,1.504035161435917267e+01,1.504292125624290577e+01,-2.569641883733098098e-03
-2.460000000000000034e-02,1.505580461435917172e+01,1.505835879000485455e+01,-2.554175645682832396e-03
-2.454999999999999891e-02,1.507122661435917266e+01,1.507376497787257463e+01,-2.538363513401975524e-03
-2.450000000000000094e-02,1.508661761435917192e+01,1.508913981974122720e+01,-2.522205382055275891e-03
-2.444999999999999951e-02,1.510197761435917307e+01,1.510448331561080870e+01,-2.505701251635628068e-03
-2.440000000000000155e-02,1.511730661435917256e+01,1.511979546553374121e+01,-2.488851174568651459e-03
-2.435000000000000012e-02,1.513260361435917289e+01,1.513507626945760620e+01,-2.472655098433307330e-03
-2.429999999999999868e-02,1.514786861435917231e+01,1.515032572743482042e+01,-2.457113075648109657e-03
-2.425000000000000072e-02,1.516310361435917287e+01,1.516554383946538564e+01,-2.440225106212778883e-03
-2.419999999999999929e-02,1.517830661435917250e+01,1.518073060549688336e+01,-2.423991137710856947e-03
-2.415000000000000133e-02,1.519347861435917224e+01,1.519588602563415236e+01,-2.407411274980120197e-03
-2.409999999999999989e-02,1.520861961435917209e+01,1.521101009982477059e+01,-2.390485465598501946e-03
-2.404999999999999846e-02,1.522372861435917279e+01,1.522610282806873983e+01,-2.374213709567030151e-03
-2.400000000000000050e-02,1.523880661435917183e+01,1.524116421036606184e+01,-2.357596006890005924e-03
-2.394999999999999907e-02,1.525385261435917172e+01,1.525619424676915337e+01,-2.341632409981642127e-03
-2.390000000000000110e-02,1.526886861435917275e+01,1.527119293722559235e+01,-2.324322866419592515e-03
-2.384999999999999967e-02,1.528385261435917286e+01,1.528616028173538588e+01,-2.307667376213018429e-03
-2.380000000000000171e-02,1.529880561435917308e+01,1.530109628035095071e+01,-2.290665991777629529e-03
-2.375000000000000028e-02,1.531372661435917237e+01,1.531600093307228683e+01,-2.274318713114453772e-03
-2.369999999999999885e-02,1.532861661435917355e+01,1.533087423989939424e+01,-2.257625540220686844e-03
-2.365000000000000088e-02,1.534347561435917306e+01,1.534571620077985088e+01,-2.240586420677814772e-03
-2.359999999999999945e-02,1.535830261435917166e+01,1.536052681581849910e+01,-2.224201459327446173e-03
-2.355000000000000149e-02,1.537309961435917316e+01,1.537530608491050010e+01,-2.206470551326944474e-03
-2.350000000000000006e-02,1.538786361435917271e+01,1.539005400816069091e+01,-2.190393801518197847e-03
-2.344999999999999862e-02,1.540259761435917341e+01,1.540477058551665301e+01,-2.172971157479608451e-03
-2.340000000000000066e-02,1.541729961435917318e+01,1.541945581703080492e+01,-2.156202671631746171e-03
-2.334999999999999923e-02,1.543197061435917306e+01,1.543410970265072990e+01,-2.139088291556845434e-03
-2.330000000000000127e-02,1.544661061435917304e+01,1.544873224237642440e+01,-2.121628017251353526e-03
-2.324999999999999983e-02,1.546121861435917211e+01,1.546332343626031047e+01,-2.104821901138365092e-03
-2.319999999999999840e-02,1.547579561435917306e+01,1.547788328430238813e+01,-2.087669943215075818e-03
-2.315000000000000044e-02,1.549034161435917234e+01,1.549241178645023709e+01,-2.070172091064748088e-03
-2.309999999999999901e-02,1.550485561435917248e+01,1.550690894275627585e+01,-2.053328397103371117e-03
-2.305000000000000104e-02,1.551933861435917272e+01,1.552137475327292648e+01,-2.036138913753759994e-03
-2.299999999999999961e-02,1.553379061435917308e+01,1.553580921789534486e+01,-2.018603536171781343e-03
-2.295000000000000165e-02,1.554821061435917251e+01,1.555021233672837866e+01,-2.001722369206149210e-03
-2.290000000000000022e-02,1.556259961435917205e+01,1.556458410966718198e+01,-1.984495308009925907e-03
-2.284999999999999878e-02,1.557695761435917348e+01,1.557892453681659717e+01,-1.966922457423692094e-03
-2.280000000000000082e-02,1.559128461435917146e+01,1.559323361817662246e+01,-1.949003817451000486e-03
-2.274999999999999939e-02,1.560557961435917207e+01,1.560751135364242081e+01,-1.931739283248745664e-03
-2.270000000000000143e-02,1.561984261435917176e+01,1.562175774337124956e+01,-1.915129012077798620e-03
-2.264999999999999999e-02,1.563407561435917259e+01,1.563597278725826811e+01,-1.897172899095522780e-03
-2.259999999999999856e-02,1.564827661435917250e+01,1.565015648535590032e+01,-1.879870996727817101e-03
-2.255000000000000060e-02,1.566244661435917251e+01,1.566430883766414084e+01,-1.862223304968324555e-03
-2.249999999999999917e-02,1.567658561435917264e+01,1.567842984413057472e+01,-1.844229771402083884e-03
-2.245000000000000120e-02,1.569069261435917184e+01,1.569251950486003899e+01,-1.826890500867150990e-03
-2.239999999999999977e-02,1.570476861435917293e+01,1.570657781974769485e+01,-1.809205388521917257e-03
-2.234999999999999834e-02,1.571881292153875975e+01,1.572060478889838109e+01,-1.791867359621335254e-03
-2.230000000000000038e-02,1.573282592153875825e+01,1.573460041225967920e+01,-1.774490720920951503e-03
-2.224999999999999895e-02,1.574680792153875863e+01,1.574856468988400948e+01,-1.756768345250847574e-03
-2.220000000000000098e-02,1.576075892153875913e+01,1.576249762171894986e+01,-1.738700180190733136e-03
-2.214999999999999955e-02,1.577467792153875870e+01,1.577639920776450033e+01,-1.721286225741636144e-03
-2.210000000000000159e-02,1.578856592153875837e+01,1.579026944807307942e+01,-1.703526534321042618e-03
-2.205000000000000016e-02,1.580242292153875816e+01,1.580410834264469422e+01,-1.685421105936057984e-03
-2.199999999999999872e-02,1.581624792153875880e+01,1.581791589142691912e+01,-1.667969888160314440e-03
-2.195000000000000076e-02,1.583004192153875778e+01,1.583169209447217618e+01,-1.650172933418403431e-03
-2.189999999999999933e-02,1.584380492153875863e+01,1.584543695178046363e+01,-1.632030241704995888e-03
-2.185000000000000137e-02,1.585753592153875857e+01,1.585915046335178147e+01,-1.614541813022896122e-03
-2.179999999999999993e-02,1.587123592153875862e+01,1.587283262923855176e+01,-1.596707699793142865e-03
-2.174999999999999850e-02,1.588490492153875877e+01,1.588648344933593393e+01,-1.578527797175155456e-03
-2.170000000000000054e-02,1.589854192153875800e+01,1.590010292369634648e+01,-1.561002157588475825e-03
-2.164999999999999911e-02,1.591214792153875912e+01,1.591369105242463178e+01,-1.543130885872656677e-03
-2.160000000000000114e-02,1.592572292153875857e+01,1.592724783536352717e+01,-1.524913824768603376e-03
-2.154999999999999971e-02,1.593926592153875887e+01,1.594077327261787325e+01,-1.507351079114371828e-03
-2.149999999999999828e-02,1.595277792153875929e+01,1.595426736413525148e+01,-1.489442596492196458e-03
-2.145000000000000032e-02,1.596625892153875803e+01,1.596773011002050069e+01,-1.471188481742657927e-03
-2.139999999999999888e-02,1.597970792153875763e+01,1.598116151011636177e+01,-1.453588577604136844e-03
-2.135000000000000092e-02,1.599312592153875912e+01,1.599456156458009204e+01,-1.435643041332923531e-03
-2.129999999999999949e-02,1.600651292153875715e+01,1.600793027335927476e+01,-1.417351820517609440e-03
-2.125000000000000153e-02,1.601986792153875783e+01,1.602126763640148965e+01,-1.399714862731826770e-03
-2.120000000000000009e-02,1.603319192153875861e+01,1.603457365381157373e+01,-1.381732272815128226e-03
-2.114999999999999866e-02,1.604648492153875949e+01,1.604784832548468998e+01,-1.363403945930485861e-03
-2.110000000000000070e-02,1.605974692153876049e+01,1.606109165152567897e+01,-1.344729986918480336e-03
-2.104999999999999927e-02,1.607297692153876056e+01,1.607430363193453715e+01,-1.326710395776586893e-03
-2.100000000000000130e-02,1.608617492153875972e+01,1.608748426660643105e+01,-1.309345067671330298e-03
-2.094999999999999987e-02,1.609934292153876001e+01,1.610063355564619059e+01,-1.290634107430577160e-03
-2.089999999999999844e-02,1.611247892153875938e+01,1.611375149905382642e+01,-1.272577515067041531e-03
-2.085000000000000048e-02,1.612558392153875886e+01,1.612683809677691116e+01,-1.254175238152299698e-03
-2.079999999999999905e-02,1.613865692153875742e+01,1.613989334886786864e+01,-1.236427329111222662e-03
-2.075000000000000108e-02,1.615169892153875963e+01,1.615291725532669531e+01,-1.218333787935677037e-03
-2.069999999999999965e-02,1.616470992153875841e+01,1.616590981610097799e+01,-1.199894562219583349e-03
-2.065000000000000169e-02,1.617768892153875981e+01,1.617887103129554660e+01,-1.182109756786786647e-03
-2.060000000000000026e-02,1.619063692153875778e+01,1.619180090085799151e+01,-1.163979319233732213e-03
-2.054999999999999882e-02,1.620355392153875940e+01,1.620469942473588176e+01,-1.145503197122366146e-03
-2.050000000000000086e-02,1.621643892153876010e+01,1.621756660303406861e+01,-1.127681495308507920e-03
-2.044999999999999943e-02,1.622929292153875735e+01,1.623040243570012464e+01,-1.109514161367286533e-03
-2.040000000000000147e-02,1.624211592153875827e+01,1.624320692273405342e+01,-1.091001195295149273e-03
-2.035000000000000003e-02,1.625490692153875827e+01,1.625598006418827168e+01,-1.073142649513414426e-03
-2.029999999999999860e-02,1.626766692153875837e+01,1.626872186001035914e+01,-1.054938471600763705e-03
-2.025000000000000064e-02,1.628039592153875859e+01,1.628143231025274318e+01,-1.036388713984592869e-03
-2.019999999999999921e-02,1.629309392153875891e+01,1.629411141486299641e+01,-1.017493324237506158e-03
-2.015000000000000124e-02,1.630575992153875831e+01,1.630675917394596297e+01,-9.992524072046649053e-04
-2.009999999999999981e-02,1.631839392153875679e+01,1.631937558734437843e+01,-9.816658056216454042e-04
-2.004999999999999838e-02,1.633099792153875995e+01,1.633196065521550722e+01,-9.627336767472627344e-04
-2.000000000000000042e-02,1.634356992153875865e+01,1.634451437745450519e+01,-9.444559157465448607e-04
-1.994999999999999898e-02,1.635610992153875998e+01,1.635703675416621650e+01,-9.268326274565197309e-04
-1.990000000000000102e-02,1.636861992153875889e+01,1.636952778529822083e+01,-9.078637594619465290e-04
-1.984999999999999959e-02,1.638109792153876043e+01,1.638198747079809436e+01,-8.895492593339326959e-04
-1.980000000000000163e-02,1.639354392153875750e+01,1.639441581082309796e+01,-8.718892843404546511e-04
-1.975000000000000019e-02,1.640595892153875823e+01,1.640681280521597785e+01,-8.538836772196134461e-04
-1.969999999999999876e-02,1.641834292153875907e+01,1.641917845408156396e+01,-8.355325428048843150e-04
-1.965000000000000080e-02,1.643069592153876002e+01,1.643151275736744665e+01,-8.168358286866350682e-04
-1.959999999999999937e-02,1.644301692153876004e+01,1.644381571507361528e+01,-7.987935348552355208e-04
-1.955000000000000140e-02,1.645530692153876018e+01,1.645608732730492108e+01,-7.804057661608965191e-04
-1.949999999999999997e-02,1.646756592153875687e+01,1.646832759395651635e+01,-7.616724177594846878e-04
-1.944999999999999854e-02,1.647979292153875974e+01,1.648053651502840111e+01,-7.435934896413698425e-04
-1.940000000000000058e-02,1.649198892153875917e+01,1.649271409062541593e+01,-7.251690866567628291e-04
-1.934999999999999915e-02,1.650415292153875768e+01,1.650486032064272379e+01,-7.073991039661109426e-04
-1.930000000000000118e-02,1.651628692153875733e+01,1.651697520513274497e+01,-6.882835939876486009e-04
-1.924999999999999975e-02,1.652838792153875858e+01,1.652905874414789622e+01,-6.708226091376445765e-04
-1.919999999999999832e-02,1.654045892153875741e+01,1.654111093758334050e+01,-6.520160445830924800e-04
-1.915000000000000036e-02,1.655249792153875887e+01,1.655313178554391840e+01,-6.338640051595234581e-04
-1.909999999999999892e-02,1.656450592153876045e+01,1.656512128797720607e+01,-6.153664384456192238e-04
-1.905000000000000096e-02,1.657648192153875755e+01,1.657707944488320351e+01,-5.975233444459604470e-04
-1.899999999999999953e-02,1.658842792153875934e+01,1.658900625626191427e+01,-5.783347231549385015e-04
-1.895000000000000157e-02,1.660034092153875918e+01,1.660090172216575510e+01,-5.608006269959275869e-04
-1.890000000000000013e-02,1.661222392153876015e+01,1.661276584259472955e+01,-5.419210559693965479e-04
-1.884999999999999870e-02,1.662407492153876021e+01,1.662459861749641377e+01,-5.236959576535582528e-04
-1.880000000000000074e-02,1.663589492153875682e+01,1.663640004692323160e+01,-5.051253844747805033e-04
-1.874999999999999931e-02,1.664768292153875962e+01,1.664817013082275921e+01,-4.872092839995900704e-04
-1.870000000000000134e-02,1.665943992153875897e+01,1.665990886929983716e+01,-4.689477610781978001e-04
-1.864999999999999991e-02,1.667116592153875843e+01,1.667161626224962845e+01,-4.503407108700230310e-04
-1.859999999999999848e-02,1.668285992153875696e+01,1.668329230972455335e+01,-4.323881857963840503e-04
-1.855000000000000052e-02,1.669452292153875916e+01,1.669493701172460831e+01,-4.140901858491474741e-04
-1.849999999999999908e-02,1.670615492153875792e+01,1.670655036830221007e+01,-3.954467634521563468e-04
-1.845000000000000112e-02,1.671775492153875931e+01,1.671813237935252872e+01,-3.774578137694106772e-04
-1.839999999999999969e-02,1.672932392153875725e+01,1.672968304498039771e+01,-3.591234416404631702e-04
-1.835000000000000173e-02,1.674086092153875782e+01,1.674120236513340032e+01,-3.414435946424987378e-04
-1.830000000000000029e-02,1.675236692153875850e+01,1.675269033981153299e+01,-3.234182727744894237e-04
-1.824999999999999886e-02,1.676384192153875929e+01,1.676414696906721602e+01,-3.050475284567255585e-04
-1.820000000000000090e-02,1.677528592153876019e+01,1.677557225284803266e+01,-2.863313092724695252e-04
-1.814999999999999947e-02,1.678669792153876017e+01,1.678696619120640321e+01,-2.682696676430396110e-04
-1.810000000000000150e-02,1.679807892153876026e+01,1.679832878408990027e+01,-2.498625511400121013e-04
-1.805000000000000007e-02,1.680942792153875942e+01,1.680966003155095478e+01,-2.321100121953634243e-04
-1.799999999999999864e-02,1.682074592153875869e+01,1.682095993358955610e+01,-2.140120507974074826e-04
-1.795000000000000068e-02,1.683203292153875807e+01,1.683222849020571132e+01,-1.955686669532497035e-04
-1.789999999999999925e-02,1.684328792153876009e+01,1.684346570139941690e+01,-1.777798606568126161e-04
-1.785000000000000128e-02,1.685451192153875866e+01,1.685467156717067638e+01,-1.596456319177264049e-04
-1.779999999999999985e-02,1.686570492153875733e+01,1.686584608746706593e+01,-1.411659283085953120e-04
-1.774999999999999842e-02,1.687686592153875864e+01,1.687698926239342612e+01,-1.233408546674752415e-04
-1.770000000000000046e-02,1.688799592153876006e+01,1.688810109189734021e+01,-1.051703585801533336e-04
-1.764999999999999902e-02,1.689909492153875803e+01,1.689918157597880466e+01,-8.665444004662958832e-05
-1.760000000000000106e-02,1.691016192153875863e+01,1.691023071469023975e+01,-6.879315148111686540e-05
-1.754999999999999963e-02,1.692119792153875935e+01,1.692124850792680490e+01,-5.058638804555926072e-05
-1.750000000000000167e-02,1.693220292153876017e+01,1.693223495584576810e+01,-3.203430700793319374e-05
-1.745000000000000023e-02,1.694317592153876006e+01,1.694319005828985780e+01,-1.413675109773748773e-05
-1.739999999999999880e-02,1.695411792153876007e+01,1.695411381541634199e+01,4.106122418079394265e-06
-1.735000000000000084e-02,1.696502792153875916e+01,1.696500622706795625e+01,2.169447080291320162e-05
-1.729999999999999941e-02,1.697590692153875835e+01,1.697586729340196499e+01,3.962813679336818495e-05
-1.725000000000000144e-02,1.698675492153875766e+01,1.698669701436594437e+01,5.790717281328738864e-05
-1.720000000000000001e-02,1.699757092153875959e+01,1.699749538990747411e+01,7.553163128548590066e-05
-1.714999999999999858e-02,1.700835592153875808e+01,1.700826242007897804e+01,9.350145978004320568e-05
-1.710000000000000062e-02,1.701910992153876023e+01,1.701899810488045262e+01,1.118166583076174447e-04
-1.704999999999999918e-02,1.702983192153875791e+01,1.702970244431189784e+01,1.294772268600752341e-04
-1.700000000000000122e-02,1.704052292153875925e+01,1.704037543837331370e+01,1.474831654455499574e-04
-1.694999999999999979e-02,1.705118292153875714e+01,1.705101708706470376e+01,1.658344740533834738e-04
-1.689999999999999836e-02,1.706181092153875767e+01,1.706162739038606446e+01,1.835311526932059678e-04
-1.685000000000000039e-02,1.707240792153875830e+01,1.707220634838981965e+01,2.015731489386496378e-04
-1.679999999999999896e-02,1.708297292153875802e+01,1.708275396102354549e+01,2.189605152125295717e-04
-1.675000000000000100e-02,1.709350692153875784e+01,1.709327022828724196e+01,2.366932515158737260e-04
-1.669999999999999957e-02,1.710400992153875777e+01,1.710375515023332582e+01,2.547713054319444836e-04
-1.665000000000000160e-02,1.711448092153876033e+01,1.711420872686180772e+01,2.721946769526084609e-04
-1.660000000000000017e-02,1.712492192153875692e+01,1.712463095806783997e+01,2.909634709169495181e-04
-1.654999999999999874e-02,1.713532992153875867e+01,1.713502184400868344e+01,3.080775300752236490e-04
-1.650000000000000078e-02,1.714570692153876053e+01,1.714538138457949756e+01,3.255369592629620001e-04
-1.644999999999999934e-02,1.715605292153875894e+01,1.715570957988512646e+01,3.433416536324784829e-04
-1.640000000000000138e-02,1.716636792153875746e+01,1.716600642976830571e+01,3.614917704517495167e-04
-1.634999999999999995e-02,1.717665092153875861e+01,1.717627193438629618e+01,3.789871524624288668e-04
-1.629999999999999852e-02,1.718690292153875987e+01,1.718650609363426085e+01,3.968279044990197235e-04
-1.625000000000000056e-02,1.719712392153875768e+01,1.719670890761703674e+01,4.150139217209414255e-04
-1.619999999999999912e-02,1.720731292153875813e+01,1.720688037628220357e+01,4.325452565545617745e-04
-1.615000000000000116e-02,1.721746992153875766e+01,1.721702049957734104e+01,4.494219614166183874e-04
-1.609999999999999973e-02,1.722759692153875832e+01,1.722712927760729329e+01,4.676439314650338019e-04
-1.604999999999999830e-02,1.723769192153875807e+01,1.723720671031963647e+01,4.852112191215951498e-04
-1.600000000000000033e-02,1.724775492153875689e+01,1.724725279776679088e+01,5.021237719660121002e-04
-1.594999999999999890e-02,1.725778792153875685e+01,1.725726753984391593e+01,5.203816948409212273e-04
-1.590000000000000094e-02,1.726778892153875944e+01,1.726725093670827249e+01,5.379848304869483400e-04
-1.584999999999999951e-02,1.727775792153875756e+01,1.727720298820260325e+01,5.549333361543062892e-04
-1.580000000000000154e-02,1.728769592153875934e+01,1.728712369448416197e+01,5.722270545973628941e-04
-1.575000000000000011e-02,1.729760292153875767e+01,1.729701305539569489e+01,5.898661430627782920e-04
-1.569999999999999868e-02,1.730747792153875864e+01,1.730687107109446288e+01,6.068504442957589617e-04
-1.565000000000000072e-02,1.731732292153875719e+01,1.731669774147561824e+01,6.251800631389414775e-04
-1.559999999999999928e-02,1.732713492153875734e+01,1.732649306659158839e+01,6.418549471689516395e-04
-1.554999999999999959e-02,1.733691692153875863e+01,1.733625704638994947e+01,6.598751488091636475e-04
-1.549999999999999989e-02,1.734666592153875797e+01,1.734598968097554561e+01,6.762405632123602572e-04
-1.545000000000000019e-02,1.735638492153875845e+01,1.735569097024352914e+01,6.939512952293114267e-04
-1.540000000000000049e-02,1.736607192153875800e+01,1.736536091429874773e+01,7.110072400102751544e-04
-1.535000000000000080e-02,1.737572792153875767e+01,1.737499951303635726e+01,7.284085024004127717e-04
-1.529999999999999936e-02,1.738535292153875744e+01,1.738460676656119830e+01,7.461549775591436173e-04
-1.524999999999999967e-02,1.739494592153875985e+01,1.739418267476843027e+01,7.632467703295731098e-04
-1.519999999999999997e-02,1.740450692153875778e+01,1.740372723776289376e+01,7.796837758640151606e-04
-1.515000000000000027e-02,1.741403792153875685e+01,1.741324045549217203e+01,7.974660465848160129e-04
-1.510000000000000057e-02,1.742353692153875855e+01,1.742272232800868181e+01,8.145935300767348508e-04
-1.504999999999999914e-02,1.743300392153875933e+01,1.743217285526000282e+01,8.310662787565092913e-04
-1.499999999999999944e-02,1.744243992153876022e+01,1.744159203724613505e+01,8.478842926251672907e-04
-1.494999999999999975e-02,1.745184492153875766e+01,1.745097987401949879e+01,8.650475192588658047e-04
-1.490000000000000005e-02,1.746121892153875876e+01,1.746033636552767376e+01,8.825560110850005913e-04
-1.485000000000000035e-02,1.747056092153875895e+01,1.746966151182308025e+01,8.994097156787006497e-04
-1.480000000000000066e-02,1.747987192153875924e+01,1.747895531290572180e+01,9.166086330374412228e-04
-1.474999999999999922e-02,1.748915092153875861e+01,1.748821776872317457e+01,9.331528155840373984e-04
-1.469999999999999953e-02,1.749839892153875809e+01,1.749744887932785886e+01,9.500422108992268022e-04
-1.464999999999999983e-02,1.750761592153875768e+01,1.750664864471977822e+01,9.672768189794567206e-04
-1.460000000000000013e-02,1.751680092153875989e+01,1.751581706489892554e+01,9.838566398343573383e-04
-1.455000000000000043e-02,1.752595492153875867e+01,1.752495413981288763e+01,1.000781725871036087e-03
-1.450000000000000074e-02,1.753507692153876008e+01,1.753405986956649798e+01,1.017051972262095205e-03
-1.444999999999999930e-02,1.754416792153875804e+01,1.754313425405492310e+01,1.033667483834932455e-03
-1.439999999999999961e-02,1.755322792153875966e+01,1.755217729338300003e+01,1.050628155759625315e-03
-1.434999999999999991e-02,1.756225592153875681e+01,1.756118898744588819e+01,1.066934092868621065e-03
-1.430000000000000021e-02,1.757125292153875762e+01,1.757016933640084844e+01,1.083585137909182095e-03
-1.425000000000000051e-02,1.758021892153875854e+01,1.757911834009062346e+01,1.100581448135073970e-03
-1.420000000000000082e-02,1.758915292153875853e+01,1.758803599856762645e+01,1.116922971132083831e-03
-1.414999999999999938e-02,1.759805592153875864e+01,1.759692231188428480e+01,1.133609654473843875e-03
-1.409999999999999969e-02,1.760692692153875782e+01,1.760577727998817110e+01,1.149641550586721905e-03
-1.404999999999999999e-02,1.761576792153875815e+01,1.761460090293171277e+01,1.167018607045378076e-03
-1.400000000000000029e-02,1.762457592153876007e+01,1.762339318066248595e+01,1.182740876274124275e-03
-1.395000000000000059e-02,1.763335392153875958e+01,1.763215411323290738e+01,1.199808305852201329e-03
-1.389999999999999916e-02,1.764209892153875714e+01,1.764088370059056388e+01,1.215220948193262984e-03
-1.384999999999999946e-02,1.765081392153875939e+01,1.764958194278787218e+01,1.231978750887208207e-03
-1.379999999999999977e-02,1.765949692153875716e+01,1.765824883977241555e+01,1.248081766341613275e-03
-1.375000000000000007e-02,1.766814892153875860e+01,1.766688439164902746e+01,1.264529889731136336e-03
-1.370000000000000037e-02,1.767676892153875912e+01,1.767548859831287444e+01,1.280323225884671956e-03
-1.365000000000000067e-02,1.768535892153875722e+01,1.768406145981636968e+01,1.297461722387538430e-03
-1.359999999999999924e-02,1.769391592153876047e+01,1.769260297610709998e+01,1.312945431660494933e-03
-1.354999999999999954e-02,1.770244192153876028e+01,1.770111314728990237e+01,1.328774248857911289e-03
-1.349999999999999985e-02,1.771093692153876020e+01,1.770959197331235657e+01,1.344948226403630542e-03
-1.345000000000000015e-02,1.771940092153876023e+01,1.771803945417445902e+01,1.361467364301205407e-03
-1.340000000000000045e-02,1.772783292153875934e+01,1.772645558987621683e+01,1.377331662542502499e-03
-1.335000000000000075e-02,1.773623392153875855e+01,1.773484038041762645e+01,1.393541121132102489e-03
-1.329999999999999932e-02,1.774460292153875685e+01,1.774319382579868787e+01,1.409095740068977420e-03
-1.324999999999999963e-02,1.775294092153875880e+01,1.775151592601940465e+01,1.424995519354155249e-03
-1.319999999999999993e-02,1.776124792153875731e+01,1.775980668113218996e+01,1.441240406567345644e-03
-1.315000000000000023e-02,1.776952292153875845e+01,1.776806609108462709e+01,1.456830454131363695e-03
-1.310000000000000053e-02,1.777776692153875970e+01,1.777629415587671602e+01,1.472765662043684642e-03
-1.305000000000000084e-02,1.778597892153876003e+01,1.778449087556087704e+01,1.488045977882990201e-03
-1.299999999999999940e-02,1.779415992153875692e+01,1.779265625008468987e+01,1.503671454067045943e-03
-1.294999999999999971e-02,1.780230992153875746e+01,1.780079027950057835e+01,1.519642038179114252e-03
-1.290000000000000001e-02,1.781042792153875709e+01,1.780889296375611508e+01,1.534957782642010216e-03
-1.285000000000000031e-02,1.781851492153875682e+01,1.781696430290372746e+01,1.550618635029366033e-03
-1.280000000000000061e-02,1.782657092153876022e+01,1.782500429694341193e+01,1.566624595348287130e-03
-1.274999999999999918e-02,1.783459492153875914e+01,1.783301294582274465e+01,1.581975716014483169e-03
-1.269999999999999948e-02,1.784258792153875817e+01,1.784099024959415303e+01,1.597671944605139061e-03
-1.264999999999999979e-02,1.785054902153875744e+01,1.784893620825763350e+01,1.612813281123948173e-03
-1.260000000000000009e-02,1.785847902153875921e+01,1.785685082176076222e+01,1.628199777996997000e-03
-1.255000000000000039e-02,1.786637762153875997e+01,1.786473409020838687e+01,1.643531330373093624e-03
-1.250000000000000069e-02,1.787424482153875971e+01,1.787258601354808363e+01,1.658807990676081090e-03
-1.244999999999999926e-02,1.788208062153875844e+01,1.788040659172743219e+01,1.674029811326249728e-03
-1.239999999999999956e-02,1.788988512153875732e+01,1.788819582479884929e+01,1.689296739908030531e-03
-1.234999999999999987e-02,1.789765822153875874e+01,1.789595371276234204e+01,1.704508776416702176e-03
-1.230000000000000017e-02,1.790539982153875798e+01,1.790368025567032717e+01,1.719565868430805722e-03
